ATER,MBRX,TECX,HOLO,MNPR,DRUG,SEZL,DAVE,LUNR,APLT,DNTH,PI,BBW,EML,JANX,CWST,GEHC,ESGR,AVA,FSI,CHWY,ACLS,AITR,ALCY,AQU,ATMV,AY,CBRG,CLRC,CSLM,DUET,ENV,ESHA,FORL,GDST,IPXX,IROH,IVCP,LATG,MARX,MNTN,NVAC,PLAO,RENE,RFAC,SKGR,SVII,TGAA,THCP,TLGY,VMCA,YOTA
-0.084033657,0.126022949,-0.01503758,-0.140798197,0.104910667,-0.028409064,0.148681563,-0.040315517,-0.088888887,-0.024045272,-0.011262171,-0.012161587,-0.003341684,-0.006998768,-0.106146376,0.012292863,0.000107875,-0.023458848,0.004803358,-0.012562802,-0.017748286,-0.013244976,0.000585666,0.00142107,0,0.003686632,-0.019079695,0,0,-0.000909112,0.001821535,0.007636565,0.003872213,0.000941641,-0.000916611,0.000478709,0.000501013,0,0,0,0,0,0.003555552,0.003616633,0.009259206,0.000900836,0.001829781,0.000899301,0.001949269,0.002671477,0.000883412,0
0.006880782,-0.020348834,-0.00763358,-0.140645181,0.07070715,-0.064327492,0.015046273,0.643835645,-0.005628468,-0.105797103,-0.0267085,0.002336468,0.000838162,0.043117702,0.014785287,0.001301042,-0.009921339,-0.019906286,0.000896289,0.00763358,-0.019198095,-0.028937502,0.003902435,0,0,-0.003673091,-0.002860368,0,0,0,0,-0.00038866,-0.001928593,0.000470378,0,0,0,0,0,0.000938989,-0.000449247,0,-0.002657195,-0.002702764,0,-0.002700246,0,0,0,0.00088812,0,0
0.070615006,-0.00593473,0.030769201,0.013513537,-0.094339619,-0.018749982,0.056062349,-0.121666643,-0.075471713,0.047001614,0.008474539,0.009324017,-0.014656553,-0.058823512,-0.027058324,0.008229585,0.014050767,-0.013356759,-0.004776115,0.010101,-0.006332792,0.016156497,0.00097184,-0.001797545,-0.000923382,0.004608224,0.026964963,0,0,-0.00081891,-0.003545414,0.003110417,-0.00028988,-0.000470156,0,-0.00095696,-0.000500763,0,-0.003571425,-0.000938108,-0.004044951,0,0.00088812,0,0,0,-0.001826439,-0.001796986,-0.001945477,0,-0.000882633,0
0.023404271,0,-0.022388038,-0.096296296,-0.047916669,0.070063625,0.179053392,0.173307953,0.044897915,0.024767778,0.013205279,0.022472897,0.022524384,0.021114865,-0.034704043,0.01192139,-0.004726045,0.040612732,0.02039593,0,0.013904969,0.047875614,-0.003883491,0.000853074,0.000924236,0,0.013966481,-0.003629847,0,0,0,0.026550442,0,0,0.003669721,0,0.001002027,0,0.002688148,0.000938989,0,0,0.000887247,-0.000451682,0,-0.000902548,0.001829781,0.000900111,0.001949269,0,-0.000883328,0
0.039501026,0.005970161,0,-0.111475397,-0.10612694,-0.071428576,-0.073107408,-0.029649556,0.068359358,0.046827787,-0.007503971,0.00773173,0.004571929,0.004135665,-0.019699562,-0.010082833,0.013058483,-0.008516374,0.0023515,-0.045000017,0.011428615,-0.056646664,0.002046775,0.000473405,0,0,0.015978012,0,0,0,0,0.02491976,0.003189329,0.006585108,0,0,-0.002001952,0,0,0,0,0,-0.000886461,0,-0.000917365,-0.000903277,-0.001826439,0,0,-0.000887332,0.001768303,0
-0.015999973,-0.062314531,-0.00763358,-0.083025829,0.116279045,-0.038461503,-0.114934951,-0.065277735,0.087751378,-0.08513704,-0.001989624,0.005689687,0.008688419,-0.002471226,0.004019087,0.005896892,-0.009268166,0.014507486,0.012903298,0,0.031073402,0.005093376,0.002820765,0,0,0,-0.034164916,0,0.002678548,0.000819582,0,0.022103532,-0.000963413,-0.003738314,0.001828195,0.000957876,0.001002936,-0.009132368,0,0,0,0,0.001774579,0,0,-0.00090418,-0.000914934,-0.000899301,-0.000972692,-0.00088812,-0.014121787,0
-0.040650427,-0.11234183,-0.015384661,-0.016096564,-0.094298209,0.046666702,0.095627896,0.044279281,-0.02352939,-0.05205046,0.002791056,0.002228652,0.005742465,0.034269197,-0.028521375,0.000532968,-0.012688175,-0.002133382,-0.00289526,-0.020942389,-0.014794546,-0.005245412,-0.002909863,0,0,-0.002752269,-0.012352573,0,0,0,0,-0.005226183,-0.001928593,-0.001407072,0,-0.00095696,0,0,0.002681027,0.002814234,0.000992751,0,0,0,0,-0.000904998,0.000915772,0,0,0.000888909,0.012533603,0
-0.182203379,-0.001782508,0.007812493,0.370143107,-0.089588405,-0.070063701,-0.009169654,-0.038702352,-0.089500858,0.016638919,0.165009928,-0.029421783,0.019575837,0.020758502,0.028070983,0.010546477,-0.036375478,-0.000567821,-0.00522649,0.010695177,0.000556186,-0.028956992,0.000972785,-0.001419725,0,0,0.005116552,0,0,0,0,-0.013405827,-0.000966206,-0.000469715,0.00091243,-0.000478847,0,0.124423906,0,0,0,0.000888909,-0.001771435,0.002259428,0,0.000905818,-0.000914934,0,0.002921103,0.00088812,0,0
-0.12435235,-0.042857123,-0.015503862,-0.010447716,-0.0598404,-0.109589097,0.028106311,0.042628848,-0.041587862,-0.047463168,-0.082935101,0.097902649,0.160800018,0.018380963,-0.053857661,-0.003900514,-0.001695316,0.00558168,-0.015177953,0.005291,-0.041689828,-0.004970096,0,0.002843577,0,0,-0.001696871,0,0,0.000364028,0.000821077,-0.014873257,0,0.001879653,0.010938914,0.000479076,0,-0.103278709,0,0,0,0.00088812,0.002661911,0,0,0,0,0,0,0,0,0
0.047337286,-0.076492551,0.023622088,-0.030165911,-0.079207911,0,-0.030505114,-0.028109076,0.082840155,0.034364227,0.043915086,-0.01356445,0.032391406,0.095238074,0.044479753,0.016721366,0.012226897,-0.006115789,0.005927592,0.03157898,0.008700674,-0.004624919,-0.00097184,0,0,0.001839969,-0.003965988,0.024134823,0,0,-0.001823196,-0.002050338,-0.00096714,-0.001876126,0,0,0,0.000914098,0,0,0.00531963,0,-0.001769952,0.001803382,0,0,0,0,0.000485448,0,0.000884109,0
0.053672299,0.111111124,-0.007692361,-0.166407528,0.029185802,-0.016153776,0.017709745,-0.028045548,-0.03096532,-0.009966768,-0.060606021,-0.0030106,-0.034379133,-0.016479706,-0.016223051,0.004059534,0.013421283,-0.018058973,-0.010017683,-0.030612276,-0.031627329,0.024161309,0.000194538,0,0.001846764,0,-0.017064803,0,0,0,0.006392753,0.016996635,0.001936153,0,-0.010730427,0,0.001002027,-0.013698596,0,-0.000935386,0,0,-0.001773006,0,0,0.004524904,0.004578772,0,0,0,8.84E-05,-0.015454552
-0.112600526,-0.047272768,-0.023255792,-0.076492511,0.135820948,-0.046129799,0.077715871,-0.002103988,0.031954811,0.050335602,0.003415566,-0.01844448,0.00069134,0.017468866,-0.004637988,0.007878936,0.001876152,-0.003439853,0.000297683,-0.015789459,-0.009501179,0.008619949,0.00155619,-0.000945201,0,0.000918207,-0.001157434,-0.000978184,0,0.00145532,0,-0.001285577,0.00386473,0.001879653,0,0.001436815,-0.000300231,0,0,0.000936262,0.000896882,0,0.00088812,0,0,-0.006756825,-0.000455799,0,0,0,-8.84E-05,0.014773763
-0.129909404,-0.196564861,0.015873001,0.07878791,0.007884355,0.06803274,0.010973459,0.055120421,0.020947223,0.102236397,0.024962172,0.027521454,0.008290147,0.068675509,0.012943308,0.002880053,0.001211727,0.03301324,0.00297526,0.005347588,0.063549127,0.017182403,0.000194198,0.000946095,0,0,0.001158775,-0.003916737,0,0.000908286,0,0.038065459,-0.000962486,0.000938108,0.000820329,0,0,0,0,-0.002806336,0,0,0,-0.001800135,0,-0.000453439,0.000456007,0,0,0,0,-0.012738798
-0.055555464,0.04988123,-0.023437478,-0.058052476,-0.087353334,-0.056024525,0.017832246,0.055952126,0.111507582,-0.010869607,0.030996315,0.019825189,-0.01164783,0.020327896,0.018400138,0.012205153,0.003410689,0.003606036,0.002669836,0.021276576,-0.102592994,0.011939493,0,-0.000472601,0,0.000917452,0.00925925,0,0,0,-0.002722385,0.013994702,-0.001926826,-0.001874457,0,0.000478251,-0.000200341,0.000462974,0,0.002814234,-0.002688148,0,-0.002661995,0.000901734,0,0.002722299,-0.000911598,0,0,0.000887247,0,-0.019354842
11.24264611,11.9072396,0.023999977,-0.033797232,-0.014285701,0,0.142748367,0.087591179,0.027287332,-0.010988983,0.14316392,0.010473694,-0.002079704,-0.000964032,-0.008030106,-0.016111095,-0.016118351,-0.035799004,-0.003846186,-0.020833314,0.043969897,-0.015381878,-0.001941792,0.000472824,0,0,0.041857771,0,0,0,0,-0.009958132,-0.002895727,0.004694854,0,0,0.000400667,-0.000462759,0,-0.002806336,0.002695394,0,0.0026691,0,0,0.000904998,0.00091243,0,0,-0.000886461,0,0.011278184
-0.069069076,-0.079754589,-0.046874956,-0.074074045,0.028985479,-0.016260147,0.056525766,-0.01615704,-0.039062499,0,-0.029743292,0.005025515,0.013546349,0.040527447,-0.025297243,-0.00731204,-0.01615964,0.011145333,0.002079106,-0.026595719,-0.072202208,-0.027605188,0,-0.000945201,0,0.003666358,0.003852487,0,0,0.00317603,0.000909939,0.00847015,0.00677635,-0.000934601,0.003369823,0,-0.001902098,0,0,0.001876216,0.000896078,0,0,0.000900836,-0.007346182,-0.00090418,-0.000911598,0,0,0,0,0.021375422
-0.070967676,-0.108571461,0.032786853,-0.111111111,0.036619751,-0.066115736,0.097791798,0.029560336,0.159349594,-0.011851841,0.017102313,-0.010938367,0.015421482,0.034621416,0.008045715,-0.002904853,0.00894881,0.010920951,-0.001185564,0.005464476,-0.010376125,-0.01378368,0,0.000946095,0,-0.001369807,0,-0.015192058,0,-0.003165974,0,-0.016972899,0,0,0,0.000956045,0.001002936,0,0,0,0,0,0,0,0,-0.001357497,0.00091243,0.001800221,0,0.000887247,0,-0.014558676
-0.013888958,0.183760719,0,-0.064999962,0.001358662,0.035398196,0.063218391,-0.028957063,-0.035063113,0.026986481,-0.029187819,0.006556615,0.003374971,0.021810562,-0.023686972,0.027780649,0.013921611,0.029666529,0.029080104,0.032608664,0.025556971,0.041003335,0,0,0,0,-0.003289444,0.019419214,0,0.002268568,-0.001818223,0.026343886,0,0.002899919,0,-0.000477566,0.000501013,-0.000925947,0.000891201,0,-0.000895276,0,0.001774579,0.000900111,0,0.004077941,0.000911511,0.005390788,-0.000485212,0,0,0
-0.028168988,0.066786983,0.015873001,0.029411723,-0.075983711,0.025641104,-0.086594618,-0.061410167,-0.091569783,-0.007299228,-0.019607855,0.007769624,0.004709092,-0.003216392,-0.007120165,0.000911156,0.00664385,0.009419946,0.009803926,-0.010526306,0.016613434,-0.008446738,0,0,0,0,0.016501608,-0.000356121,0,-0.000452704,0,0.004335761,-0.004807619,0,0,0,-0.000500763,0,0,-0.000936351,0.000896078,0,0,-0.000899301,0,-0.002707557,0.000910768,0,0,0.00177309,0,0
-0.09057971,-0.040609099,0,-0.038961039,-0.002936855,0.14999995,-0.192093693,-0.030694653,0.064000015,-0.069117684,-0.009333356,0.001168086,-0.007700082,-0.034027569,0.00106234,-0.01638518,-0.015179901,-0.013644036,-0.009137627,0.010638288,0.011313659,0.007801316,0,0,0,0.001828944,0.010281414,0,0.001157657,0,0.001821535,-0.01070625,0,-0.001958764,0,-0.000477794,0.001002027,0.001853611,0,0,-0.000895276,0,-0.001771435,-0.000900025,0,0.00180991,-0.001819791,0,0.000970896,0.001769868,0.003533566,-0.001846676
-0.02390436,-0.038800752,0,-0.137837848,-0.057437389,0,-0.041019674,-0.002222273,-0.04511281,0.006319109,-0.101951509,-0.040603619,-0.017206486,-0.007591861,-0.048288664,-0.022724926,-0.015860585,-0.02547957,0.010086411,0.026315827,-0.020509628,-0.037458841,0,-0.001890312,0,0,-0.009105521,0,-0.000266856,-0.002717367,-0.000909112,-0.003141915,0,0,0,0,0,-0.000925091,0.001780985,0,0,0,0,0.000900836,0.004162731,-0.000903277,0,0,0.000969862,-0.000883328,0.000880302,0.013876005
-0.077551042,-0.036697214,0.015625048,0.216300931,0.003124997,-0.072463786,0.142377021,0.04398669,-0.058267699,-0.025117716,-0.017234956,-0.00210795,-0.012701646,-0.02509179,0.013102906,-0.007996655,0.010441473,0.000703097,-0.011126944,0.035897401,0.000634532,-0.010353141,0,0.001420397,0,0,-0.024324366,0,0.00044485,0.002724771,0,-0.000700419,0,0,0,-0.000478022,0.003503488,0,0.000444455,0,0.000896078,0,0,0.000900111,0,0,0.000911511,0,0.003875965,0,0,0
0.092920371,0.009523846,0.0076923,-0.051546393,-0.006230524,0.015624985,-0.129446382,0.007200012,-0.046822777,-0.046698866,-0.057186429,-0.044605179,-0.025730173,-0.011299454,-0.025866776,-0.004454796,-0.012018417,-0.007326383,-0.001154095,0.103960416,0.038680957,-0.024285434,0,0.00236412,-0.00092168,-0.002282028,0.012742463,0,0.003112481,0.003623185,0,-0.000876104,0.004830844,0.00934583,0.00299537,0.001434753,-0.000797947,0,0.000444257,0,0,0,0,0.000899301,0,-0.00180836,0,0,0.001930546,0.000884109,0.001759055,0
0.028340054,-0.018867996,-0.030534382,-0.084239091,-0.056426352,-0.1,0.043932422,-0.002382848,-0.031578918,-0.023648626,0.014557243,0.033931505,-0.000713792,0.020952376,-0.007909677,0.006712095,0.005798114,-0.00893076,-0.000577714,0.013452902,0.040903548,0.007466961,0,0,0,0,0.002735188,0,0,0,0,0.022448242,-0.00384615,-0.008333347,0.00180991,0.000955041,-0.000399387,0,0,0.005623193,0,0,0.002661911,0,0,0.001811636,0.000910768,-0.004468207,0,0.001766825,-0.000877983,-0.029197052
0.078740177,-0.028846082,-0.007874008,-0.023738849,-0.001661088,0.034188105,0.062978205,0.008492561,-0.072463786,-0.020761308,-0.060183349,0.024839584,0.027857167,0.02891792,0.099943116,0.012382324,-0.008590507,-0.004352553,0.024277462,-0.013274324,-0.01348971,-0.004941055,0.000972785,0,0,0,0.009819984,0,0.00177309,0.000902548,0,0.002058301,0,0.002801096,-0.00180664,0,-0.000299541,0,-0.00088812,0,0,0,-0.001681421,0.000898493,0,0.001808273,0.000909939,0,0,-0.000881854,0.00439369,-0.008458661
0.113138665,0.035643529,0,-0.012158101,-0.016638998,0.057851183,0.003322335,-0.052631579,-0.007812493,-0.015901003,0.022900802,0.005136432,-0.005212006,-0.033242683,0.036241203,0.011080886,-0.008778892,-0.002151552,-0.003668094,-0.013452902,0.044589775,0.039915969,-0.00097184,0,0.00092253,0,0.026472165,0,0,-0.002705116,0,0.020369779,0,0,0,0,0,0,0.000888909,0,0,0,0.000797786,0.001795288,0,-0.001805009,0,0,0.002890148,0,0,0
-0.154098372,-0.005736178,-0.0079365,-0.055384592,0.082910366,-0.046874956,-0.052152404,0.007777744,-0.015748017,-0.012567355,-0.053897226,-0.016608066,-0.006287056,0.023132222,0.114664009,-0.000827149,-0.017828422,-0.018585149,-0.040498449,-0.040909159,-0.009675588,-0.034527108,0,0.000943328,0,0,-0.020526284,0,0.001769868,0.001808273,-0.00272973,-0.023318225,-0.002895727,0.005586631,0.000452499,0.00095422,0,0.002777753,0.00088812,0,0,0,0.00088576,0,0,0,0.000454556,0.004488262,0,0.000882633,-0.000874911,0.006161098
-0.003875965,-0.082692278,0.015999985,-0.084690564,0.203124952,0.032786853,-0.015866032,0.006063981,0.047999954,-0.029090881,0.091148114,0.013640733,-0.010544855,-0.001527627,0.120573761,0.005587758,0.033024941,-0.0066611,0.007674094,0,0.065517317,0.028343194,0,0,0.000921592,0.000914847,0.032778006,0,-0.00167845,0.001805095,0,0.013740969,0.004356251,0.001851806,-0.000452294,0.001906621,0,-0.002770058,0,0,0.000895276,0,0.001769868,0.000896078,0,0.001808273,0,0,0.000960637,0,0,0
-0.073929893,-0.029979062,0,0.035587188,0.014285732,0.0079365,-0.036385136,-0.051506879,-0.030534323,-0.033707921,0.039759028,-0.038929775,-0.012433406,-0.01560594,0.053000031,-0.01996298,-0.021879609,-0.008215414,-0.004100744,0,-0.048543769,-0.032463948,0.00194557,0,0,0.001828195,-0.051508835,0,0,0,0,-0.029142684,0,0.000184829,0.002714908,0,0.001997952,0.000925947,0.002661911,0,0.001788864,0,0,0,0,-0.000902548,0.000908699,0.001787351,-0.000959715,0,0,0
-0.067226924,-0.036092462,-0.007874008,-0.151202734,-0.033290622,-0.031496033,0.000920914,0.011842861,-0.043307046,-0.019379827,-0.023947429,-0.012335417,-0.007913645,-0.007460301,-0.015004765,0.004199932,-0.001738543,-0.006088716,-0.004705878,-0.014217997,-0.060657581,-0.002676597,-0.000970896,0.000942529,0,0,-0.044980785,0.001780985,0.012299791,0.002702679,0,-0.013263496,-0.002409602,-0.000184795,0,0,0,0,0,-0.002795875,-0.001517875,0.102040778,-0.000883328,0,0.003224395,0,0,0.000892081,0.009606185,0.000881854,0,0
-0.009009,-0.040358706,0,-0.040485829,-0.035761586,-0.073170758,-0.076982066,0.012988919,0.037037001,0.017786592,-0.044717097,0.024388181,-0.00290065,-0.018477925,-0.025260342,-0.013906335,-0.002902589,0.005021917,-0.02157209,-0.009615376,-0.000603514,-9.59E-05,0.00097184,0,0.005524901,0.003649632,-0.014933959,0,-0.0034965,0.000898493,0,0.093031451,0,0,-0.001805009,0.000285376,0.001994064,0,0,0,0.005097037,-0.013687607,0.000884109,0,0,0,0.001361724,0,0.001902902,-0.001762155,0,0
-0.040909159,0,-0.031746002,-0.054852367,-0.100274725,0,0.069280646,-0.044666734,-0.005952328,-0.062135955,-0.033139986,-0.010709309,-0.006545466,-0.062539916,-0.051236403,-0.0197222,-0.008034407,-0.019491105,0.018725428,-0.014563093,-0.001207642,-0.024923298,0,0,0,0,0.030320727,-0.000888909,-0.006140324,-0.000897687,0,0.006472517,0.002898525,0,0,0.00066593,0,0,-0.002654844,0,0,-0.07673466,0.000883412,0.000895276,0,0.001806726,0,0,0,0,0.001313515,0
0.004739332,0.057009333,0.016393427,0.316964308,0.035114506,0.035087686,-0.08716595,0.006194663,0.05988018,-0.018633572,0.012424979,0.016570951,0.008052753,0.000340375,0.018557119,-0.00086527,-0.002582477,0.002277016,0.018677767,0.019704415,-0.02539299,-0.034113264,0.000970896,-0.000470821,0,0,0.032823991,0,0,0,0,0.000321551,0,0.000924236,0,0,-0.002985048,-0.000462545,0.002661911,0,0,0,0,0.000447237,0.000918207,-0.000450867,-0.00045332,0.000891201,0,0,-0.003060848,0
-0.033018838,0.027851442,-0.032258098,-0.054237301,-0.056047213,-0.050847411,-0.048851046,-0.02345351,-0.020715656,-0.075949298,-0.016081218,-0.047182192,0.023602019,0.007145321,-0.00327533,0.011475561,-0.005649092,0.027983159,0.020954634,-0.004830913,0.001860966,-0.035216276,0,-0.001413037,0,0,0.007671199,0,0,0.000628928,0,0.017839932,0,-0.000923382,0,0,0.001995958,0,-0.001769952,-0.002803713,0,0.000884109,0,-0.000447037,0,0.00045107,-0.001360489,0,-0.001899288,0,0.001754426,0
0.03902447,-0.075268795,0,-0.053763442,-0.012499988,0,-0.117752357,0.087361145,-0.007692301,0.006849254,-0.000430117,0.033958021,0.021638833,0.049662138,0.003902289,0.00706407,-0.002130433,0.008594316,0.007696597,-0.009708729,-0.027863766,0.022892691,-0.000969954,0.000943328,0.000915772,0,0.006525331,0,0.001765265,0,0,-0.025580336,-0.002890148,0,0.001808273,0.000950501,0.000996039,-0.000462759,0,0,0,0,0,0,0,-0.000901734,0.000908286,-0.002671392,0,0,0,0.000471042
0.032863817,0.069767372,0.008333392,-0.030303002,0.028480985,0,0.132860027,0.155991097,0.065891504,0.011337912,0.00774528,0.028352904,0.017013948,0.030254221,0.018412391,0.014241726,0.022891713,0.008973349,0.00650646,-0.004901956,-0.00636939,0.002887776,0.000291287,0,0.000914847,0,0.07563477,0,0.002643148,-0.000179569,0,0.013936163,0.00386473,0.000924236,-0.001805009,-0.000949599,0,0.000925947,0.00177309,0,0,0,0,0.001788864,0,0,0.000907375,0,0,0.002647814,0,0
0.031818151,-0.054347827,-0.016528975,-0.082031264,0.010769257,-0.026785689,-0.022381379,0.024838809,-0.009090944,-0.033632308,-0.089666967,-0.02239648,0.016046408,-0.00031235,-0.031538765,-0.004610735,0.005565902,0.005653168,0.005902166,0.113300504,-0.032692322,0.014808746,-0.000291202,0.000942529,0.000914098,0,0.025113009,0,0,-0.000449045,0,-0.004474969,0.000962394,0,0,0.000950501,-0.000995048,-0.000925091,0.000884976,0.004686053,0.014234862,0,0,0,0,0.001805095,0,0,0,0,0,-0.000941641
0.008810564,-0.009655131,0,0.072340458,-0.044140023,0,-0.037362585,-0.009088776,-0.003669721,-0.018561467,-0.015478421,0.286494073,-0.015792988,0.003749967,-0.023024282,-0.007053355,-0.0088792,-0.005312908,-0.005867535,0,0.019218022,0.013376568,0,0,0.000913263,0,-0.021558086,0,0,0,0,0.001123771,0,0,0,-0.000474845,-0.000996039,0,0,0,-0.004385898,0,0,0.000446439,0.002752357,0,0,0,0,0,0,0
0.008733616,0.074744666,0.016806774,-0.007936538,0.047770653,0.009174303,0.12233638,0.028222031,0.001841663,0.011820376,0.024297296,-0.029829632,0.017070672,0.005915394,0.006157132,-0.045165417,0.003374065,-0.006513025,-0.000843243,-0.030973422,0.029908975,0.030599976,0.000970896,0.000941641,0.003649632,0,0.001502288,0,0,0.000898493,0,-0.003367529,0,0,0.000904094,0,0,0,0,0,0,0,0,-0.00044624,-0.000914934,-9.01E-05,-0.000906553,0,0,0,0,0
0.017316001,0.082073457,-0.016528975,-0.02,-0.012158043,-0.01363635,-0.073402301,0.103385186,0.012867678,0.007009283,0.018604633,0.043337043,0.021148007,-0.024450662,0.183372073,0.008438843,0.031308032,0.015574127,0.004782053,-0.013698617,-0.004419173,0.017368532,0,0.000940755,0,0.000909112,-0.002499962,0,0,0.000897601,0.003649632,0.010297657,-0.00288459,0.003601155,-0.00180664,0,0.001994064,-0.000925947,0,0.004664197,0,0,0,0.000892878,0,-0.000810868,0,0.002678548,-0.000951497,0,0,0.005655082
