CHRD,SOBR,BRTX,DUOT,LRMR,UONE,OXBR,OMI,GENE,WIMI,ODV,PRTG,INLX,UGRO,BACK,ATXG,IVT
-0.02898548,0,1,-0.001299836,0.061750305,-0.104688513,0,0.010988994,-0.025531931,0.691045767,0,-0.055999969,0,0,0.033613466,0,0
0.014925359,0,-0.5,-0.010846028,-0.020920502,0.025825009,-0.036697321,0.040760857,-0.013100404,-0.289005646,0.417322864,-0.039318145,-0.343478251,0,0.016260121,0,0
0.088235297,0,1,0.021929804,0.019658162,0.034965034,0.019047715,0.036553564,1.508849549,-0.065946551,0,0,0,0,0.04799998,0,0
-0.027027001,0,-0.5,-0.034334732,-0.002514726,-0.043918957,0.028037355,0.025188969,0,0.094948231,0,0.051389909,-0.082781457,0,-0.007633569,0,0
-0.055555583,-0.285714286,0,-0.00888888,0.004201697,0.010600747,-0.0090909,-0.004914027,0,-0.09449688,0,-0.04887807,0,0,0,0,0
-0.014705868,0,0,0.004484301,-0.042677844,-0.013986,0,-0.019753115,-0.239858944,-0.152854548,0,0.012924425,0,0,0,0,0
0.104477599,0,1,0.060267853,0.010489584,-0.021276609,0.045871514,0.813601907,0.120649674,-0.100724661,0,0.053164557,0,0,-0.015384576,0,0
-0.0135135,0.2,-0.5,0.027368445,0.032006909,0.056521719,0.013157882,-0.106249899,-0.049689394,0.061240954,0,-0.057692308,0,0,0,0,0
-0.027397315,0,1,0.006147486,-0.020117411,-0.03497944,-0.004329,0.158508039,-0.06971679,-0.092634796,0,0.066326531,0,0,-0.015625059,0,0
-0.014084494,0,0,0.038696551,-0.015397721,-0.007818028,0,0.00603626,-0.042154548,-0.061924668,0,-0.013875569,0,0,-0.007936488,0,0
-0.028571402,0.329999951,-0.5,-0.019607825,-0.00955696,-0.00859598,-0.016521682,0.037333372,-0.019559976,-0.349687784,0,-0.039301338,0,0,-0.04,0,0
-0.014705868,-0.125313288,0,-0.003999996,-0.021052612,0.013728293,0.078691409,0.037917645,-0.047381491,0.013717408,0,-0.005656541,0,0,0.075000021,0,0
0.074626882,0,1,0.02208838,0.051075242,0.004989355,-0.049180378,0.018575906,0.075916169,0.032476353,0,-0.015644056,0,0,-0.046511607,0,0
-0.055555583,-0.057306593,0,-0.027504978,-0.019607805,-0.007092225,-0.008620682,-0.004863128,0.07055965,-0.066841444,0,0.021671811,0,0,0.016260121,0,0
-0.05882356,0.209726521,0,-0.036363603,-0.043478261,-0.085714272,0.208695665,-0.017715483,-0.05227271,-0.060393235,0,0.03030303,-0.061371869,0,0.04799998,0,0
0.015624985,0,0.500000037,0.099790322,0.018181801,-0.010156259,-0.100719415,0.0578358,-0.02158277,0.074738415,0,-0.058823529,-0.015384601,0,0.007633569,0,0
0.046153896,-0.24623117,0,-0.072245468,0.00714285,0.018153081,0.031999969,-0.022927779,0.009803959,0.164116804,0,0.021041632,0,0,0.196969782,0,0
0.117647033,0,0.6666666,0.029381574,-0.042553152,0.000775212,-0.031007723,-0.14259909,-0.014563162,0.066905666,0,-0.024688821,0,0,0.02531639,0,0
-0.078947373,-0.003333321,0.399999976,-0.01397209,0.016666606,-0.063516631,0.023999977,-0.07298251,-0.034482704,0.077267588,0,-0.002092018,0,0,-0.166666641,0,0
-0.028571402,0.013377939,2.285714274,-0.008097158,-0.043715807,-0.044665009,-0.039062464,-0.034822007,0.048469328,-0.095634105,0,0.016771472,0,0,-0.029629648,0,0
0.05882356,0,0.95652178,0.032653029,0,-0.053679643,-0.048780537,0.080000012,-0.031630153,-0.045976969,0,0.010309278,0,0,0,0,0
0.02777775,-0.372937309,-0.111111111,-0.110671927,0.094285692,-0.024702694,0.564102658,0.076252587,0.025125629,-0.080722899,0,-0.07551022,0,0,-0.030534371,0,0
0.040540501,0.673684249,-0.024999976,-0.059999996,-0.025239336,0.025328374,0.092896149,0.089068774,0.002451037,0.031454753,0,0,0,0,-0.031495984,0,0
-0.038961003,0.003144584,-0.23076925,-0.032860506,0.061607192,-0.003659649,-0.11500001,-0.014869837,-0.034229865,0.019059793,-0.966666667,0,0,0,-0.008130164,0,0
-0.0135135,-0.131661425,-0.166666667,0.014421905,-0.074852844,-0.022038633,-0.107344599,0.051572348,-0.012658228,0.028678246,0,0.078697627,0,0,-0.049180309,0,0
-0.013698617,0.119133604,-0.2,0.0361446,0.038181825,-0.102347346,0,0.001196092,0.100000039,-0.05818182,0,-0.048398682,0,0,-0.017241336,0,0
-0.041666708,-0.048387097,0.549999952,-0.018604743,0.024518365,-0.23326364,-0.120253198,0.01553176,-0.016317034,0.009009031,0,-0.00010755,0.257812539,0,-0.026315834,0,0
0,0,0.516129017,0.016587719,0.008547041,-0.140518382,0.028776951,0.004117539,-0.033175391,0.021683683,0,0.016023288,0,0,0,0,0
-0.057971046,0,-0.106382983,-0.032634002,0.007627131,-0.085714277,-0.090909091,-0.014059818,0,0.059925035,0,0.005503775,0.009316761,0,0.009008986,0,0
-0.076923006,0,0.166666742,0.007228851,0.017661903,-0.12847226,-0.007692301,0,0.00490198,-0.078916327,0,-0.005263158,0,0,-0.026785647,0,0
0.0333333,0,1.489795831,-0.031100393,0,-0.173306751,0.007751931,0.001188388,0.102439043,-0.003836344,0,0.111111111,0,0,0.009174288,0,0
0.032258034,0,-0.278688498,0.038271537,0.000826386,0.081927631,0.015384693,0.017804321,0.013274302,-0.0308087,0,-0.024380929,-0.092307678,-0.311111088,0,0,0
-0.031249971,-0.06779661,0.284090903,-0.024970278,-0.012386426,-0.131403053,-0.075757591,0.007580055,-0.067685557,0.00132447,0,-0.014057032,0,0,-0.036363659,0,0
-0.032258034,0,0.566371722,0.014634133,0.006688957,0.076923002,0.02459014,-0.00578698,-0.056206124,-0.010582001,0,-0.009009937,0.203389795,0,-0.037735814,0,0
0,0.072727273,0.327683559,0.009615376,-0.02076412,-0.030952296,-0.031999969,-0.036670697,-0.009925502,-0.024064148,0,-0.010890163,0.126760579,0,0,0,0
-0.0666667,0,0.459574436,-0.0047619,0.044105213,-0.095823118,-0.074380191,0.001812856,0.032581433,-0.061643873,0,0.004949473,0,0,-0.029411752,0,0
-0.053571484,0,-0.215743434,0.021531138,-0.032493953,-0.067934781,0.044642814,-0.010856531,-0.021844697,0.033576646,0,-0.035179416,0,0,-0.002020248,0,0
0.037735928,0,-0.345724884,-0.035128828,-0.009235907,0.227405235,-0.025641002,0.055487751,-0.047146346,-0.009886963,0,0.042816967,0,0,-0.084008091,0,0
-0.0181818,0,-0.215909097,-0.031553369,-0.012711913,-0.166270794,-0.017543843,-0.045638224,-0.046875078,-0.098430818,0,-0.025974011,-0.25,0,-0.170165709,0,0
-0.018518611,-0.06779661,0.521739109,-0.01503758,0.05150218,0.028490001,-0.017857126,0.006658553,-0.035519106,-0.039556961,0,0.02553844,0.016666651,0,-0.070572575,0,0
-0.056603723,-0.054545455,0.071428571,0.058524116,0.114285683,-0.044321289,0.0181818,-0.030066194,-0.036827175,0.064250388,0,0.040104033,0,0,0.044412621,0,0
-0.079999983,0,-0.168888855,-0.043269191,0.025641054,0.05507248,-0.022321407,-0.001859823,0.017647014,0.003095972,0,-0.028846154,0,0,0.013717386,0,0
-0.108695676,-0.019230769,0.422459855,0.000251238,0.075000014,0.01923075,-0.031963548,-0.016770187,-0.002890129,0.037037002,0,0.009801959,-0.016393427,0,0.059539905,0,0
-0.073170735,0,-0.026315818,-0.027882457,0.06312291,-0.061994614,-0.028301861,-0.008212307,0.098550769,-0.016368997,0,-0.019511696,0,0,0.021711376,0,0
0.052631608,0,-0.092664079,0.095607208,0.090625048,0.028735605,0.019417458,-0.001082833,0.007915547,0.022692904,0,0,0,0,0.023749987,0,0
0.299999933,0,-0.119148904,-0.066037676,0.008595966,0.05865923,-0.038095203,-0.044005236,0.023560149,0.016272138,0,-0.03,0.416666667,0,0.050061032,0,0
0.076923121,0.078431373,0.053140021,-0.00757575,-0.04318183,0.047493422,0.029702942,0.006004044,-0.010230121,0.017467233,0,0.030927835,-0.056470534,0,0,0,0
-0.053571484,0,-0.206422026,-0.045801543,-0.019596195,-0.027707842,0,-0.028514566,-0.010335957,-0.040057188,0,-0.000500031,-0.002493823,0,-0.019767377,0,0
-0.07547163,-0.090909091,0.196531889,0.013333321,-0.041792885,0.01813476,-0.009615376,-0.021160481,-0.026109661,-0.023844985,0,-0.000500204,-0.0625,0,-0.039145972,0,0
-0.102040839,0.18,-0.227053169,-0.013157882,-0.061946875,-0.05597965,-0.024271822,-0.009065473,-0.026809652,-0.061068715,0,0.001000986,0,0,-0.049382671,0,0
-0.068181821,0,-0.006250024,0.002666664,-0.038409683,0.018867906,-0.00497512,0.006333611,-0.033057873,-0.030894318,0,-0.025,0,0,-0.012987062,0,0
-0.097560956,0,-0.056603751,-0.002659572,0.039943916,0.095238068,0.019999981,-0.035664399,-0.074074034,-0.033557015,0,-0.005538471,0,0,-0.026315723,0,0
0.054054002,0,0.146666718,-0.026666641,-0.002695415,-0.074879216,-0.024509781,0.472806277,-0.003076876,-0.053819515,0,0.005569316,-0.120000013,0,-0.040540608,0,0
0.051282081,0,0.058139532,0.047945191,0.02094591,0.712793753,0.075376932,0.002461817,0.003086373,0.082568863,0,0.022564071,0,0,0.04929583,0,0
0,-0.023728788,-0.049450631,-0.043137244,-0.013898084,-0.068597532,1.757009255,0.065324221,0.012307739,-0.001694954,0,-0.022066169,0,0,0.069798633,0,0
0,0,0.057803471,0.04918028,-0.000671092,0.050736487,-0.264406766,0.084370758,0.03647407,-0.032258075,0,0,0,0,0.00627351,0,0
-0.317073162,0,-0.163934381,-0.009635401,0.018804548,-0.107476643,-0.188940125,0.067601986,0.014662757,-0.022806955,0,0.0246154,0.060606076,0,-0.029925159,0,0
-0.250000027,0,-0.006535973,-0.013936359,0.027686228,-0.146596885,0.090909072,-0.101553126,0.017341107,-0.039497354,0,-0.009009024,0,0,0.028277628,0,0
-0.190476157,0,-0.013157882,0.018666649,-0.037844782,0.053169782,-0.078124989,-0.002659564,-0.031250064,-0.018691571,0,-0.024747444,0,0,-0.006249984,0,0
0.05882356,-0.027777803,-0.053333346,-0.054973833,0,-0.019417457,0.005649712,0.08266669,-0.014662757,-0.00761904,0,0.009839429,0,0,0.006289292,0,0
-0.055555583,0,-0.014084494,0.06925208,-0.048000018,0.031683137,0.022471956,0.063628878,-0.014880953,-0.034548911,0,-0.041025641,0,0,-0.022500038,0,0
0,0,0.128571442,0.129533744,0.037114895,0.107485593,-0.021978066,0.014666121,0.057401861,0.021868718,0,0.058823529,0,0,0.025575465,0,0
0,0,0.075949354,-0.029816539,0.00540175,0.001733142,0.314606714,0.038417637,-0.025714329,0.019455235,0,0,0,0,0.04613469,0,0
-0.05882356,0,0.041176515,-0.011820376,-0.010073913,-0.050173084,0.012820501,-0.034432291,0.020527883,0.007633672,0,0,0,0,-0.022645995,0,0
-0.374999977,-0.007142831,-0.112994399,-0.043062162,0.046811435,-0.045537343,-0.105485237,-0.022761676,0,0.337121148,0,-0.003030334,0,0,0.03658535,0,0
0.199999955,0,-0.044585976,0,0.225534639,0.001908441,-0.080188607,-0.005434861,-0.020114965,-0.130311627,0,-0.007092168,0,0,0.087058797,0,0
-0.083333318,0,-0.066666667,0,0.002644063,-0.045714242,0.035897401,0.021858016,-0.005865013,-0.029315934,0,0.010204082,0,-0.900000002,0.043290072,0,0
0,0,0.085714272,-0.055000007,0.037447312,-0.009980078,-0.019801962,0.016806683,-0.020648989,-0.036912796,0,-0.103535354,0,13.19354854,-0.082987538,0,0
0,0,0.085526329,0.096296319,0.016776814,-0.006048429,-0.020202001,-0.028549902,0.069277084,0.045296209,0,0.048112638,0,0,-0.057692333,0,0
0.090909072,-0.100719448,0.054545431,-0.046814673,-0.019999981,0.004056791,-0.030927866,-0.026295508,-0.002816858,0.026666641,0,0.010535405,0,0,-0.111644619,0,0
0.083333318,0.176000015,-0.028735633,0.017721502,0.010969395,0.054545453,0.015957432,0.019062752,-0.03107351,-0.011363587,0,0,0,0,0.0324324,0,0
0,0,-0.059171599,-0.069651735,-0.004794409,0.019157162,-0.010471194,-0.038191619,-0.008746334,-0.080459809,0,-0.018085074,0,0,0.047120415,0,0
0,0.017006803,0.018867997,-0.024064148,0.009634916,0.077067638,0.021164001,-0.016612719,0,0.026785732,0,0.01300105,0,0,0.161250035,0,0
-0.076923064,-0.006689,-0.030864255,-0.013698682,-0.061777978,-0.069808044,0.020725431,0.051091819,-0.005882375,-0.020869545,0,0.043850251,0,0,-0.085037702,0,0
-0.083333318,0.010101035,0.891719817,-0.00555555,0.034796553,-0.043151974,-0.030456884,-0.006663941,-0.026627152,0.005328549,0,-0.016393427,0,0,-0.007058835,0,0
0.090909072,0,-0.104377115,-0.050279283,-0.017071905,0.009803959,0.010471194,0.006314078,0.024316085,-0.017667828,0,0,0,0,-0.063981001,0,0
0,-0.003333321,0.191729335,-0.014705938,-0.028421101,-0.034951515,-0.046632081,-0.024313882,-0.053412496,0.021582713,0,-0.010520856,0,0,0.006329098,0,0
0,0,0.324921104,0.01492543,-0.024918695,-0.008048282,-0.048913061,0.002813661,-0.040752328,-0.008802767,0,0.026423857,0,0,-0.006289292,0,0
-0.083333318,0,-0.202380952,0.018529401,0.044444402,-0.050709941,-0.068571431,0.006813665,-0.045751621,-0.00177624,0,-0.025641026,0,0,0.012658195,0,0
0,0,-0.047761205,-0.018192308,0.03617023,0.017094103,-0.006134963,0.037420213,-0.013698682,-0.016014178,0,-0.052631579,0,0,-0.012499968,0,0
0.090909072,0,0.062695985,0.044117604,-0.070841848,0.077731065,0.037037002,-0.023407374,0.052083335,0.027124704,0,0.011111111,0,0,0.012658195,0,0
0,0,-0.085545764,0.019718291,0.04530385,-0.027290515,-0.059523755,-0.062868403,-0.009900965,0.021126825,0,-0.010989011,0,0,-0.037499984,0,0
-0.083333318,-0.006689,-0.161290323,0.019337065,0.013742084,0.018036104,0.044303754,0.063312462,0.05,0.058620632,0,0.022222222,0,-0.772727268,0.090909106,0,0
-0.090909072,0,-0.357692278,-0.035230383,-0.070385837,0.007874008,0.012121201,-0.033911791,-0.057142833,0.001628702,0,0.032608696,0,3.999999925,-0.011904807,0,0
-0.099999978,0,-0.101796448,0.084269651,0.10936628,0.031250064,0.047904219,-0.081632605,-0.030303081,-0.032520371,0,0.032105295,0,0,-0.01927709,0,0
0,0,-0.066666667,0.010362746,-0.06117295,-0.039772733,0.102857113,-0.014666653,0.006944471,-0.008403314,0,-0.0469149,0,0,-0.027027021,0,0
0.888888834,0,-0.057142871,0.051282001,0.056004358,-0.001972432,-0.098445566,0.039242284,0.086206897,0.008474528,0,0.016586443,0,0,0.051767657,0,0
-0.29411767,0,0.128787866,0.004878044,-0.015808331,-0.021739157,-0.057471278,0.018663053,-0.041269817,-0.010084024,0,0.063157895,0,0,0.824729848,0,0
0,0,0.080536966,-0.041262098,0.165803155,-0.026262554,-0.024390221,-0.016617017,-0.006622542,-0.008488916,0,0.01980198,0,0,-0.197368428,0,0
0.083333318,0,-0.149068355,0.002531643,0.002666643,0.033194988,0.006249994,0.024696823,-0.006666692,0.017123271,0,0.001165075,0.214285714,0,-0.139344226,0,0
-0.076923064,0,-0.116788281,0.010101,-0.016843935,0.058232924,0.006211174,-0.005919666,0.016778524,0.013468,0,0.049262937,-0.004705878,0.049999952,-0.009523785,0,0
0,0,1.231404888,0.058750033,-0.043733147,-0.049335817,0,-0.014462011,-0.016501651,-0.01661128,0,0.109057333,-0.172576836,-0.023809502,-0.009615421,0,0
0,0,-0.270370342,0.0365997,-0.010372434,0.007984024,0.018518501,0.00690551,0.003355718,0.123310812,0,0.020833333,0.071428571,-0.024390221,0.030097098,0,0
257.3333391,0,-0.142132032,-0.010250587,-0.03858978,0.003960392,-0.024242401,-0.002143142,0.040133805,-0.049624048,0,-0.004081633,0,0,-0.019792622,0,0
0.026451603,0,0.005917182,0.086306103,-0.044598593,0.037475355,-0.018633522,0.031786849,0.025723448,-0.045886069,0,0.004098361,0,0,0.124999924,0,0
0.021370217,-0.010100973,-0.088235294,-0.056779589,0.016597494,-0.022813756,0.006329108,0.045378935,-0.040752328,0.061359846,0,-8.17E-05,0.266666667,0.019999981,-0.042735045,0,0
0.049846121,0,0.025806427,0.060197583,0.066836706,0.056420228,0.056603718,0.000796442,0.019607855,0.001562461,0,0.003347242,0,0,-0.017857098,0,0
0.000293146,0,-0.113207502,0.014830546,0.038737421,-0.011049714,0.022619112,-0.008754419,0.01923072,0.012480488,0,-0.015459736,-0.052631579,-0.019607825,0.045454545,0,0
0.002050973,0,0,-0.06263052,0.023020259,-0.011173174,-0.022118804,0.03412288,-0.003144606,-0.064714887,0,0.032975189,-0.164444447,0,-0.026087001,0,0
0.008771907,0,-0.063829826,-0.001113505,0.015301537,-0.030131798,-0.017857126,0.003105529,0.041009439,-0.037891271,0,0.060084825,0,0,-0.053571408,0,0
0.026956531,0,-0.083333291,0.025640974,0.016400747,0.005825191,0.024242474,-0.026315789,-0.045454545,0.015410903,-0.983333335,0,0.005319144,0,0.018867997,0,0
0.031893905,0,0.066115637,-0.054347827,0.06803312,-0.013513455,0.005917154,-0.009936382,-0.012698401,-0.011804333,968.9999909,-0.018867925,0,0.019999981,-0.009259353,0,0
0.04403711,0,-0.023255755,0.021149428,0.023274794,0.00391389,0.111764666,0.012444844,0.012861724,0.075085332,0.008591153,0.05692303,0,-0.019607825,0.018691661,0,0
0.021744875,0,-0.055555614,-0.003827042,-0.008778903,0.015594527,0.005291,-0.009912818,0.034920586,0.0095238,0,0.018922898,-0.074074067,0,-0.009174288,0,0
0.005897424,0,-0.117647031,-0.018079186,-0.022544262,-0.011516304,-0.015789459,0.008810591,0.046012272,0.020440194,-0.006814357,0.000142888,0,0,0.009259235,0,0
-0.023451394,0,-0.095238095,-0.018411951,-0.079901173,0.015533965,-0.074866302,0.134577198,0.310850521,-0.052388242,-0.006861002,0.018425952,0,0,-0.027522982,0,0
0.01644472,0.013605455,0.052631579,0.015240342,0.038495998,-0.015296352,-0.028901775,-0.019244165,-0.181208102,0,0.012089757,-0.028751795,0,-0.24000001,-0.009433938,0,0
-0.010785778,0,0.089999962,-0.018475733,-0.006034538,-0.017475757,-0.005952375,-0.02069215,0.008196805,-0.022764206,-0.005119463,-0.007220217,0.00285714,0.052631608,-0.019047631,0,0
-0.024662532,0,-0.082568775,0.001176498,-0.034258414,-0.013834026,0,0.002295403,-0.051490554,-0.01830285,-0.005317348,0.003636364,0,0.069999992,-0.019417488,0,0
0.003194009,0,-0.060000038,-0.015276159,0.004041318,-0.014027996,0.065868274,0.043620421,-0.002857099,0.023728791,0.009656905,0.007246377,0,0,0,0,0
0.010878213,-0.013422831,-0.031914814,0.023866325,-0.02817536,-0.004065037,0.016853917,-0.07140367,-0.011461361,0.016556276,0.003245044,0.039712261,0.099715073,0,-0.018811872,0,0
0.01312336,0,-0.208791263,0.037296002,-0.017487306,0.002040766,0.011049779,0.056264072,-0.028985507,0.019544033,0.019748018,-0.031691127,0,-0.018691627,0.039354191,0,0
0.00155444,-0.061224514,-0.111111074,0.00674162,-0.081030422,-0.052953108,-0.010929016,0.017045356,0.020895545,-0.001597481,0.143572622,0.000428738,0,0.214285729,0.067961178,0,0
0.007501317,0.072463769,-0.109375043,-0.024553601,0.064729791,0.010752626,-0.033149141,0.053421846,0.035087741,-0.025599976,-0.128759124,0.042857143,0,0.078431416,0.018181772,0,0
-0.011553293,0,0.614035108,0.052631585,0.033030185,-0.008510631,-0.028571401,0.001657267,-0.028248586,0.022988483,-0.011394022,0.025684932,0,-0.090909111,0,0,0
-0.016103868,-0.003378366,-0.086956544,-0.008695644,-0.001853522,0.036480704,-0.017647112,0.020847132,0.020348748,0.020866792,0.016101686,0.001669449,0,0.080000043,0.098214381,0,0
-0.013727572,0,-0.011904694,-0.030701725,0.025069591,-0.022774355,0.005988018,-0.017504052,-0.00284896,-0.044025189,-0.001000921,0.000666707,0,0.296296223,0,0,0
0.000535344,0,-0.144578344,-0.022624412,-0.024456477,-0.031779582,0.023809573,-0.0461894,-0.002857099,-0.03453948,0.202204125,0.015323036,0,-0.285714274,0.048780465,0,0
-0.000802638,0,0.056338042,-0.016203743,-0.085422473,-0.015317324,0.191860418,-0.027326143,-0.022922723,-0.028960831,-0.169444434,0.040026288,0,0,-0.080620126,0,0
-0.003480516,0,-0.066666667,-0.004705878,0.065989806,-0.024444474,0.024390221,-0.012802185,0.07038128,0.028070233,-0.018394644,0.037791833,0,0,0.239460264,0,0
