YOTA,MNTN,RENE,TGAA,PLAO,CLRC,RFAC,THCP,AITR,SVII,LATG,ATMV,GDST,ALCY,FORL,IPXX,TLGY,SKGR,DUET,ENV,FTEL,BMR,SEZL,INSG,SWIN,NVAC,IROH,CSLM,NOVV,DAVE,LUNR,DJT,IBIO,AQU,DRUG,ATER,MBRX,TECX,HOLO,IVCP,ESHA,MARX,CBRG,VMCA,AY
-0.015454552,0,0,0,-0.001773006,0,0,0,0.000194538,0.004578772,0,0,-0.010730427,0,0,0,0,0.004524904,0.006392753,0.016996635,0.028065001,-0.141250014,0.017709745,-0.006993001,-0.300000017,0,0.001002027,0,0,-0.028045548,-0.03096532,-0.087352458,0,0.001846764,-0.016153776,0.053672299,0.111111124,-0.007692361,-0.166407528,-0.013698596,0.001936153,-0.000935386,0,8.84E-05,-0.017064803
0.014773763,0.000896882,0,0,0.00088812,0,0,0,0.00155619,-0.000455799,0,0.000918207,0,-0.000945201,0.001879653,0.001436815,0,-0.006756825,0,-0.001285577,0.137931039,0.008733616,0.077715871,0.021126825,-0.181818137,0,-0.000300231,0.00145532,0.001743636,-0.002103988,0.031954811,0.023752562,0.009523801,0,-0.046129799,-0.112600526,-0.047272768,-0.023255792,-0.076492511,0,0.00386473,0.000936262,-0.000978184,-8.84E-05,-0.001157434
-0.012738798,0,-0.001800135,0,0,0,0,0,0.000194198,0.000456007,0,0,0.000820329,0.000946095,0.000938108,0,0,-0.000453439,0,0.038065459,-0.155303031,-0.023088002,0.010973459,0.048275814,0.026984063,0,0,0.000908286,0,0.055120421,0.020947223,0.177924319,0.009434066,0,0.06803274,-0.129909404,-0.196564861,0.015873001,0.07878791,0,-0.000962486,-0.002806336,-0.003916737,0,0.001158775
-0.019354842,-0.002688148,0.000901734,0,-0.002661995,0,0,0,0,-0.000911598,0,0.000917452,0,-0.000472601,-0.001874457,0.000478251,0.000887247,0.002722299,-0.002722385,0.013994702,0.061285477,-0.056130002,0.017832246,0.039473725,-0.10355481,0,-0.000200341,0,-0.001740601,0.055952126,0.111507582,-0.002097906,0.009345785,0,-0.056024525,-0.055555464,0.04988123,-0.023437478,-0.058052476,0.000462974,-0.001926826,0.002814234,0,0,0.00925925
0.011278184,0.002695394,0,0,0.0026691,0,0,0,-0.001941792,0.00091243,0,0,0,0.000472824,0.004694854,0,-0.000886461,0.000904998,0,-0.009958132,-0.032394369,-0.014084457,0.142748367,-0.060126599,-0.017241445,0,0.000400667,0,0,0.087591179,0.027287332,-0.137117556,0.00925925,0,0,11.24264611,11.9072396,0.023999977,-0.033797232,-0.000462759,-0.002895727,-0.002806336,0,0,0.041857771
0.021375422,0.000896078,0.000900836,0,0,0,-0.007346182,0,0,-0.000911598,0,0.003666358,0.003369823,-0.000945201,-0.000934601,0,0,-0.00090418,0.000909939,0.00847015,-0.01892287,0.074603139,0.056525766,-0.016835001,-0.014035075,0,-0.001902098,0.00317603,0,-0.01615704,-0.039062499,0.352192816,0.009174303,0,-0.016260147,-0.069069076,-0.079754589,-0.046874956,-0.074074045,0,0.00677635,0.001876216,0,0,0.003852487
-0.014558676,0,0,0.001800221,0,0,0,0,0,0.00091243,0,-0.001369807,0,0.000946095,0,0.000956045,0.000887247,-0.001357497,0,-0.016972899,0.00890214,-0.059084209,0.097791798,-0.020548007,0.032028525,0,0.001002936,-0.003165974,0,0.029560336,0.159349594,0.160960977,0.045454501,0,-0.066115736,-0.070967676,-0.108571461,0.032786853,-0.111111111,0,0,0,-0.015192058,0,0
0,-0.000895276,0.000900111,0.005390788,0.001774579,0,0,-0.000485212,0,0.000911511,0.000891201,0,0,0,0.002899919,-0.000477566,0,0.004077941,-0.001818223,0.026343886,0.007352899,0.061224545,0.063218391,0,0,0,0.000501013,0.002268568,0,-0.028957063,-0.035063113,0.141921009,1.9217391,0,0.035398196,-0.013888958,0.183760719,0,-0.064999962,-0.000925947,0,0,0.019419214,0,-0.003289444
0,0.000896078,-0.000899301,0,0,0,0,0,0,0.000910768,0,0,0,0,0,0,0.00177309,-0.002707557,0,0.004335761,0.154744519,-0.045858049,-0.086594618,-0.020979002,0.072413722,0,-0.000500763,-0.000452704,0,-0.061410167,-0.091569783,-0.064331049,0.208333354,0,0.025641104,-0.028168988,0.066786983,0.015873001,0.029411723,0,-0.004807619,-0.000936351,-0.000356121,0,0.016501608
-0.001846676,-0.000895276,-0.000900025,0,-0.001771435,0.001157657,0,0.000970896,0,-0.001819791,0,0.001828944,0,0,-0.001958764,-0.000477794,0.001769868,0.00180991,0.001821535,-0.01070625,0.065739629,-0.044961236,-0.192093693,-0.00714285,0.077170424,0,0.001002027,0,0,-0.030694653,0.064000015,-0.214654607,-0.174876859,0,0.14999995,-0.09057971,-0.040609099,0,-0.038961039,0.001853611,0,0,0,0.003533566,0.010281414
0.013876005,0,0.000900836,0,0,-0.000266856,0.004162731,0.000969862,0,0,0.001780985,0,0,-0.001890312,0,0,-0.000883328,-0.000903277,-0.000909112,-0.003141915,0.014234861,-0.008116837,-0.041019674,-0.021582713,-0.091044727,0,0,-0.002717367,-0.002615579,-0.002222273,-0.04511281,0.060419207,-0.146268664,0,0,-0.02390436,-0.038800752,0,-0.137837848,-0.000925091,0,0,0,0.000880302,-0.009105521
0,0.000896078,0.000900111,0,0,0.00044485,0,0.003875965,0,0.000911511,0.000444455,0,0,0.001420397,0,-0.000478022,0,0,0,-0.000700419,0.040935605,-0.019639993,0.142377021,0.022058802,0.050903109,0,0.003503488,0.002724771,0,0.04398669,-0.058267699,-0.054069713,0.027972086,0,-0.072463786,-0.077551042,-0.036697214,0.015625048,0.216300931,0,0,0,0,0,-0.024324366
0,0,0.000899301,0,0,0.003112481,0,0.001930546,0,0,0.000444257,-0.002282028,0.00299537,0.00236412,0.00934583,0.001434753,0.000884109,-0.00180836,0,-0.000876104,-0.176404468,-0.015024988,-0.129446382,-0.039568308,-0.039062499,0,-0.000797947,0.003623185,0,0.007200012,-0.046822777,-0.054497025,-0.153061238,-0.00092168,0.015624985,0.092920371,0.009523846,0.0076923,-0.051546393,0,0.004830844,0,0,0.001759055,0.012742463
-0.029197052,0,0,-0.004468207,0.002661911,0,0,0,0,0.000910768,0,0,0.00180991,0,-0.008333347,0.000955041,0.001766825,0.001811636,0,0.022448242,0.125511608,-0.038983053,0.043932422,-0.044943865,0.001625976,0,-0.000399387,0,0,-0.002382848,-0.031578918,-0.120476732,-0.152610487,0,-0.1,0.028340054,-0.018867996,-0.030534382,-0.084239091,0,-0.00384615,0.005623193,0,-0.000877983,0.002735188
-0.008458661,0,0.000898493,0,-0.001681421,0.00177309,0,0,0.000972785,0.000909939,-0.00088812,0,-0.00180664,0,0.002801096,0,-0.000881854,0.001808273,0,0.002058301,-0.049696951,0.093474378,0.062978205,0.058823568,0.120129913,0,-0.000299541,0.000902548,0.005244792,0.008492561,-0.072463786,-0.084257255,0.071090096,0,0.034188105,0.078740177,-0.028846082,-0.007874008,-0.023738849,0,0,0,0,0.00439369,0.009819984
0,0,0.001795288,0,0.000797786,0,0,0.002890148,-0.00097184,0,0.000888909,0,0,0,0,0,0,-0.001805009,0,0.020369779,-0.104591857,0.209677457,0.003322335,-0.022222201,0.149275322,0,0,-0.002705116,0.024347803,-0.052631579,-0.007812493,0.008071108,-0.039822971,0.00092253,0.057851183,0.113138665,0.035643529,0,-0.012158101,0,0,0,0,0,0.026472165
0.006161098,0,0,0.004488262,0.00088576,0.001769868,0,0,0,0.000454556,0.00088812,0,0.000452499,0.000943328,0.005586631,0.00095422,0.000882633,0,-0.00272973,-0.023318225,-0.018518535,-0.079999987,-0.052152404,-0.034090966,0.071878964,0,0,0.001808273,0,0.007777744,-0.015748017,-0.085668609,-0.069124465,0,-0.046874956,-0.154098372,-0.005736178,-0.0079365,-0.055384592,0.002777753,-0.002895727,0,0,-0.000874911,-0.020526284
0,0.000895276,0.000896078,0,0.001769868,-0.00167845,0,0.000960637,0,0,0,0.000914847,-0.000452294,0,0.001851806,0.001906621,0,0.001808273,0,0.013740969,-0.010159608,-0.023188452,-0.015866032,-0.03137252,0.076470543,0,0,0.001805095,0,0.006063981,0.047999954,-0.053998791,-0.014851471,0.000921592,0.032786853,-0.003875965,-0.082692278,0.015999985,-0.084690564,-0.002770058,0.004356251,0,0,0,0.032778006
0,0.001788864,0,0.001787351,0,0,0,-0.000959715,0.00194557,0.000908699,0.002661911,0.001828195,0.002714908,0,0.000184829,0,0,-0.000902548,0,-0.029142684,0,-0.08902076,-0.036385136,-0.060728783,0.147541031,0,0.001997952,0,0.000848916,-0.051506879,-0.030534323,0.005553851,0.015075362,0,0.0079365,-0.073929893,-0.029979062,0,0.035587188,0.000925947,0,0,0,0,-0.051508835
0,-0.001517875,0,0.000892081,-0.000883328,0.012299791,0.003224395,0.009606185,-0.000970896,0,0,0,0,0.000942529,-0.000184795,0,0.000881854,0,0,-0.013263496,0,0.019544033,0.000920914,0,-0.040000007,0.102040778,0,0.002702679,0.000848196,0.011842861,-0.043307046,-0.183491854,-0.044554472,0,-0.031496033,-0.067226924,-0.036092462,-0.007874008,-0.151202734,0,-0.002409602,-0.002795875,0.001780985,0,-0.044980785
0,0.005097037,0,0,0.000884109,-0.0034965,0,0.001902902,0.00097184,0.001361724,0,0.003649632,-0.001805009,0,0,0.000285376,-0.001762155,0,0,0.093031451,0.004398788,0.03035137,-0.076982066,-0.030172386,0.0079365,-0.013687607,0.001994064,0.000898493,0,0.012988919,0.037037001,-0.141676076,0.010362746,0.005524901,-0.073170758,-0.009009,-0.040358706,0,-0.040485829,0,0,0,0,0,-0.014933959
0,0,0.000895276,0,0.000883412,-0.006140324,0,0,0,0,-0.002654844,0,0,0,0,0.00066593,0,0.001806726,0,0.006472517,-0.001459818,-0.038759691,0.069280646,0.031111081,0.013779562,-0.07673466,0,-0.000897687,0,-0.044666734,-0.005952328,0.155866876,-0.030769262,0,0,-0.040909159,0,-0.031746002,-0.054852367,0,0.002898525,0,-0.000888909,0.001313515,0.030320727
0,0,0.000447237,0.000891201,0,0,0.000918207,0,0.000970896,-0.00045332,0.002661911,0,0,-0.000470821,0.000924236,0,0,-0.000450867,0,0.000321551,0.138888858,-0.064516069,-0.08716595,0.043103511,0,0,-0.002985048,0,0,0.006194663,0.05988018,0.257196936,-0.063492066,0,0.035087686,0.004739332,0.057009333,0.016393427,0.316964308,-0.000462545,0,0,0,-0.003060848,0.032823991
0,0,-0.000447037,0,0,0,0,-0.001899288,0,-0.001360489,-0.001769952,0,0,-0.001413037,-0.000923382,0,0,0.00045107,0,0.017839932,-0.017971742,-0.048275897,-0.048851046,0.239669382,0.040776706,0.000884109,0.001995958,0.000628928,0,-0.02345351,-0.020715656,0.096113365,-0.028248561,0,-0.050847411,-0.033018838,0.027851442,-0.032258098,-0.054237301,0,0,-0.002803713,0,0.001754426,0.007671199
0.000471042,0,0,-0.002671392,0,0.001765265,0,0,-0.000969954,0.000908286,0,0,0.001808273,0.000943328,0,0.000950501,0,-0.000901734,0,-0.025580336,0.17124182,-0.072463786,-0.117752357,0,-0.034514914,0,0.000996039,0,0.006779654,0.087361145,-0.007692301,-0.024189144,0.034883687,0.000915772,0,0.03902447,-0.075268795,0,-0.053763442,-0.000462759,-0.002890148,0,0,0,0.006525331
0,0,0.001788864,0,0,0.002643148,0,0,0.000291287,0.000907375,0.00177309,0,-0.001805009,0,0.000924236,-0.000949599,0.002647814,0,0,0.013936163,0.02008932,0.095703176,0.132860027,0.016666651,0.042512035,0,0,-0.000179569,-0.00252523,0.155991097,0.065891504,-0.08253522,0.067415734,0.000914847,0,0.032863817,0.069767372,0.008333392,-0.030303002,0.000925947,0.00386473,0,0,0,0.07563477
-0.000941641,0.014234862,0,0,0,0,0,0,-0.000291202,0,0.000884976,0,0,0.000942529,0,0.000950501,0,0.001805095,0,-0.004474969,-0.035011011,0.008912605,-0.022381379,0.059016416,0.017608858,0,-0.000995048,-0.000449045,0,0.024838809,-0.009090944,0.095179567,0,0.000914098,-0.026785689,0.031818151,-0.054347827,-0.016528975,-0.082031264,-0.000925091,0.000962394,0.004686053,0,0,0.025113009
0,-0.004385898,0.000446439,0,0,0,0.002752357,0,0,0,0,0,0,0,0,-0.000474845,0,0,0,0.001123771,0.037414959,-0.028268525,-0.037362585,0.092879242,0.026411742,0,-0.000996039,0,-0.002531703,-0.009088776,-0.003669721,0.079058134,-0.094736816,0.000913263,0,0.008810564,-0.009655131,0,0.072340458,0,0,0,0,0,-0.021558086
0,0,-0.00044624,0,0,0,-0.000914934,0,0.000970896,-0.000906553,0,0,0.000904094,0.000941641,0,0,0,-9.01E-05,0,-0.003367529,-0.125683024,0.098181811,0.12233638,0.09065154,0.117125079,0,0,0.000898493,0.002538129,0.028222031,0.001841663,0.079241338,0.023255791,0.003649632,0.009174303,0.008733616,0.074744666,0.016806774,-0.007936538,0,0,0,0,0,0.001502288
0.005655082,0,0.000892878,0.002678548,0,0,0,-0.000951497,0,0,0,0.000909112,-0.00180664,0.000940755,0.003601155,0,0,-0.000810868,0.003649632,0.010297657,-0.235000014,-0.009933765,-0.073402301,0.085714268,0.073868173,0,0.001994064,0.000897601,0,0.103385186,0.012867678,0.123976832,-0.056818196,0,-0.01363635,0.017316001,0.082073457,-0.016528975,-0.02,-0.000925947,-0.00288459,0.004664197,0,0,-0.002499962
0,-0.009691683,0,0.005342869,0,0,0.001831456,0,0,0.002722299,0,0.000908286,0,0,-0.002668165,-0.00047498,0,0,0,-0.011466813,0.031045762,-0.076923083,-0.073728481,-0.035885078,0.071745509,0,-0.001990095,-0.000896796,0,-0.092039848,-0.08166974,0.069393912,0.030120526,-0.008181832,-0.110599134,-0.034042522,0.001995958,0,0.03265303,0,0,-0.002321316,-0.003558716,0,-0.019047672
0,0,0,0,0,-0.00439369,0.003656304,-0.004761923,0,-0.001809996,0,0,0,0,0,0.0001901,0.000880302,-0.000721404,0,0.000322224,0.038034905,0.003623185,-0.019356104,-0.002481446,-0.058661107,0,0.001196419,0,0,0.026712375,0.019762827,-0.096134573,0.081871335,0,0.077720197,0.046255515,0.00796812,0.025210127,0.003952584,0,0.000964342,0.003257315,0,0,0.068983158
-0.000937229,0,0,-0.003542955,0.000882633,0,-0.003642984,0.004784707,0,0,-0.000884194,-0.000907462,0,0.005639047,0,0,0.002638499,0.00162431,0,0.020937337,-0.029007641,0.054151659,0.041490383,-0.002487501,-0.031524948,0,-0.000199149,0,0,-0.024238384,0,0.078661625,0.097297268,0.009165938,0.005769271,0.014736878,0.017786592,0.008196713,0.003937023,-0.001853522,0,0,0,0,0.023900574
0,0,0,0,0,0,0,0,0.000969862,0.001813278,0,0,0.00180991,-0.002803713,0,0.000760257,-0.001666671,-0.001351382,0,-0.006783409,0.21383642,-0.015410985,-0.023786493,-0.087281826,-0.008326999,0,0.000996039,0,0,0.028714637,0.07945743,-0.015406738,-0.019704415,0,-0.053537279,-0.01244812,-0.02524274,-0.008130073,-0.101960799,0,0,0,-0.015178578,0.00175127,-0.000466864
0.011257025,0,0,0,0.000881854,0.000882633,0,0,0,-0.000904998,0,0,0,-0.001874457,0.00092253,-0.000949599,0.00079086,0.003157406,0,0.007465077,0.196891195,0.052173946,0.002971504,0.04918028,0.068702259,0,0,-0.000897687,0.001687722,0.031014655,0,0.026079699,0,0,0.030303001,0.029411735,0.00398406,0.016393427,-0.074235759,0,0,-0.005565813,0.015231208,0,0.028024306
-0.011131715,0,0,0,0.000880993,0,0,0,0,-0.000905818,0,0,0,0.000469494,0.001843272,0,0.001316891,-0.002697818,0,-0.010562856,0.015151553,-0.061157083,-0.133912748,-0.007812493,0.027857167,0,0,0,0.001684959,0.123764465,0.03411132,-0.030703581,0.005025121,-0.000908286,0.03921565,0.036734658,0.009920673,0.008064508,-0.099056618,0.00278549,-0.002890148,0,0.001964664,0,-0.027260353
0,0.0026691,-0.000446041,0.003555552,0,0.000881854,0,0,0,0.000906639,0,0.000908286,0,-0.001407733,-0.000919984,-0.000950592,-0.000438414,0.000901734,0,0.015933716,0.204690837,0.036971839,0.020296539,-0.015748017,0.020847757,0.000883412,-0.000995048,0,0,-0.029063107,0.017361094,0.033354315,-0.050000012,-0.005454584,0.053773626,0.094488194,-0.07662089,0.007999992,0.015706766,0,0.000966114,0.005596965,-0.001960812,0,0.011676787
0.008442791,-0.000887332,0.001338719,0,0,-0.000881077,0,-0.000952403,0,-0.000905818,0,0,0,0.001879653,-0.000920744,0,0.001754426,0.000900836,0,0.038739101,0.200884908,0.02546691,0.756593504,0.023999977,0.150442485,0.018534867,0.000996039,0,0,0.045490379,0.035836183,0.104141316,-0.010526306,0,-0.01074303,0.039568394,0.017021363,-0.0079365,-0.087628809,0,0.003861,0,0,0,0.027008356
0,0.00088812,0,0,0,0,0,0.000953311,0,0.001359959,0.00353982,0,0.002710089,-0.003752342,0,9.51E-05,0.000875677,0,0,0.01675967,-0.088430349,-0.039735062,0.065529988,0.309895917,0.132544368,-0.003466201,0,0,0,-0.075343756,-0.049423424,-0.06251145,-0.015957432,0,-0.04072405,-0.034602124,-0.004184096,-0.015999985,-0.039548064,0,0,0,0,0,0.031692511
0.003720927,-0.001774663,0,0,0,0,0.003656304,-0.000952403,0.000969014,-0.000452704,0,0,0,0.002354103,0,0.000190263,0,-0.003600357,0.001818223,-0.023611471,-0.03880352,0.025862002,-0.06735132,0.003976139,0.052246606,0.086956522,0,-0.000898493,0.002523106,-0.002444468,0.051993101,0.012943711,-0.016216201,0,0.037735928,0.107526866,-0.018907594,0.09756101,0.176470588,0,0,0,-0.000714447,0,-0.006100274
0.018535664,0.001777818,0,0.00088576,0,0.004409188,0,0,0,0.000996348,0.000881854,0,-0.000900921,-0.000469715,0.000921592,-0.000285295,0,0.003613366,0,0.01125472,-0.065601402,-0.016806707,-0.096030732,0.035643529,0.027805431,-0.078560028,0,0.000899301,0,0.00265463,-0.060955577,0.033881896,0.032967001,0,-0.027272701,-0.061488616,0.03854386,-0.044444518,0.614999962,0.002777753,-0.001923029,0.005565902,-0.009830175,0,-0.035510718
0,-0.000887332,0,0,0.000880302,0,0,0,0,-9.04E-05,0,-0.000453731,0,0.000939781,0,0,0,-9.00E-05,0,0.005715219,-0.057605707,-0.023931601,0.017563709,0.065009589,0.002415422,-0.017190481,0.001492477,0.000898493,0,0.012220006,-0.085964875,-0.016666726,0,0.000914098,0.014018678,0.075861994,0.014433025,0.06201557,-0.325077407,0,0,0.01199263,0.010649822,0,0.016363664
0,0,0,0,0.000879528,0,0.005464519,0.004766463,0,9.04E-05,0.001762071,0.000453937,0,0.000281715,-0.001841575,0.000951497,-0.001749821,-0.00531101,0,-0.008523997,0.060171929,-0.019264472,-0.04329055,0.154398497,-0.012530132,-0.000883328,-0.001490252,0,-0.002516756,0.005030181,0.01919384,-0.006855776,-0.037234071,0,-0.023041562,-0.038461503,0.02235775,0.014598526,-0.123853163,0.001846764,0.003853561,0,0.003750653,0.000874146,0.036225378
0,0,0.000891201,0,0.000878755,0,0,-0.003795063,0,-9.04E-05,0,0,0.000901734,0.002534537,0.002767503,0.000475205,0,0.006968295,0,0.02277518,0.036036,0,-0.026480425,0.110419916,0.261102999,0.002652496,0.000995048,0,0.007569318,-0.002402381,-0.032015081,-0.023681698,0.093922697,0,0.037735928,0,0.009940301,0,0.083769652,-0.00092168,0,-0.017320012,0,0.001746765,-0.023306039
-0.017288406,0,0,0,0.001755883,0,0,0.000952403,0,0.000904998,0,0,0.002702679,-0.000936351,0.000919984,-0.00047498,0,0.000269638,0,-0.000884789,0.155652171,-0.016071371,0.108653359,-0.144257668,0.207430363,0.002645479,-0.000994058,-0.00269306,0.001669487,-0.063816982,0.009727664,-0.04978886,0.085858624,0,-0.0090909,-0.063333352,-0.025590574,0,-0.07487928,-0.00092253,-0.003838768,0,0.041370121,0,-0.000441817
0.009259206,0,0,0,-0.000876444,0.004389749,0,0,0,0.001356183,0,0,-0.001796986,0.000937229,0.00183819,0.000950501,0,-0.005390873,-0.001814923,-0.001918779,0.103085018,-0.019963726,0.03356697,0.08019636,0.209294828,0.083553194,0,0,0,-0.030868219,-0.013487509,-0.086606084,0.083720847,0.004566228,0.119266047,-0.056939449,0.002020248,-0.007194295,-0.049608296,0,0.001926734,0,-0.036309286,-0.00087186,0.005747089
0,0,0,0,0,0,0,0,0.000968076,0.001354433,0,0,0,-0.000936351,-0.000917365,0.000949689,0,0.000722708,0,-0.022034981,0.148021835,-0.012962995,-0.11256029,0.021212101,0.045057005,-0.074675333,0,0.002700332,0,-0.016589251,-0.011718739,0.009051856,-0.034334732,0,-0.073770517,0.022641487,0.024193525,0.01449274,-0.043956105,0.001846764,0,0.011131715,-0.021276576,0.00087262,0.017582401
-0.013761433,0.00088812,0,0,-0.000877129,0,0,0.002854399,0,-0.000901734,0,0.000907375,0,0.001405843,0.001836502,0,0.006485571,0.000180525,0.004545472,0.035989793,0.016042808,-0.039399632,0.002865957,-0.022255137,-0.842759326,0.009649177,0,0,0,-0.019343244,-0.019762827,-0.015250063,-0.013333321,-0.00363636,-0.000884997,-0.0221402,0.013779562,0.007142907,-0.022988484,0,0,-0.00917426,0.008605097,0,-0.014686832
0,0,-0.000890407,0,0.000877899,0,0,0.002846274,-0.00193428,0,0,0.001813278,0,-0.002339782,0.000916611,-0.001897486,0.000522428,-0.000902548,0,0.008465832,-0.071345043,-0.005859323,0.014435416,0.138087986,-0.259677372,0.040833997,0.000497524,0.000897601,0,-0.032798173,0.034274209,0.043270361,-0.0135135,0,-0.023029145,-0.003773581,-0.042718498,0.070922031,-0.029411765,0,0,0,0,0.001743636,0.026742684
0,0,0.000980364,0,0,0,0,0.001892191,0.001938029,0.000902548,0,0,0,0.001407162,0,0.002851686,0,0.000903363,0,-0.009263271,0.05163732,0.003929269,-0.000866766,0.170666631,-0.106753863,0,0.000497276,0.000896882,0,0.022290787,-0.001949362,0.089936669,0.09132422,0,0.144152233,-0.018939465,-0.070993898,-0.019867582,0.048484802,0,0.001923121,0.001851806,0.01185451,-0.003481285,-0.051665286
