SMTI,SCWO,CMCL,OMEX,MED,FSI,EPM,ENSV,CLWT,CRK,PLX,DGX,CPSS,NVO,IOR,ASGN,WWW,MAT,RGR,DCO
-0.055555556,0,0,0,0,0,0,0,-0.096774188,-0.111111241,0,0.031035007,0,0,-0.008546944,-0.025948104,-0.012499313,0.019323686,0.028985443,-0.005208429
-0.058823529,-0.057142824,0,0.112099651,0,0,0,0.165333382,0.178571624,0.046875124,0,-0.00836174,0,0.057692247,0.017241148,0.008196721,0.018986711,0.014218268,0.035211305,0.020942379
0.375,0,0.333333194,0,0,0,0,-0.070938203,0.121212069,-0.014925379,0,0.022765447,0.151515152,0.050349983,-0.033898153,-0.032520325,-0.006211256,-0.018692185,-0.027211153,-0.005128219
-0.272727273,0,-0.249999922,0,0,0,0,0,0,-0.022727331,0,0.024732098,0.184210526,0.013315357,0,0.018907563,0.006250077,0.004762259,0.041958299,0.05670118
0.3125,0.075757613,0,0,0,0,0,0,0,0.031007766,0,0.012872367,-0.066666667,0.006570475,0.035087556,-0.003608247,0,0.042654011,-0.026845795,0.024390149
-0.238095238,-0.154929607,0,-0.086399968,0,0,0.677419316,0.076354665,-0.243243334,-0.030075201,0,0.029387947,0,0.019582199,-0.050847476,0.026383859,0.192546437,0.00454541,0,0.019047668
0.0625,0.3,0,-0.015761861,0,0,0,0,0.178571624,0.069767423,0,0.148148116,-0.047619048,0.0294491,0.035714542,-0.024193548,-0.13020831,-0.018099625,0.00689676,0.018691487
0,-0.05128202,0,0.032028482,-0.33333327,0,-0.198718037,-0.141876466,-0.030303148,-0.014492854,0,0.049731076,0.05,-0.021766126,-0.034482997,-0.012396694,0.065868451,-0.004607994,0.03424672,-0.004587241
0,-0.054054118,0,0,0,0,0,0,-0.062499942,-0.029411592,0,0.012804421,-0.047619048,-0.032421984,-0.017856907,0.0041841,-0.011236008,-0.009259168,0.019867184,-0.009216541
-0.058823529,-0.02857136,0.333333194,-0.084482732,0,0,0.040000115,0,-0.066666766,-0.007575712,0,0.051201127,0.05,-0.021025146,0,-0.008333333,0,0.018691207,-0.012986883,0.009302276
0,0.029411692,-0.249999922,-0.177024517,0,-0.074074128,0.2,0.165333382,0.250000044,-0.007633541,0,0.029464602,0.238095238,-0.001341935,0,0.008403361,-0.005681973,-0.004587176,-0.013157656,0.013824922
0.0625,0.142857218,0,0,0,0,0,0,-0.057142734,0.06923074,0,-0.037966684,0,0.006048354,0,-0.052083333,-0.005714015,-0.004607994,0.006666651,0
0.117647059,0.124999966,0,0,0,0,0,0,0.060605922,-0.079136856,0,-0.020643838,-0.019230769,-0.020040034,0.027272731,-0.032967033,-0.01149465,-0.027778278,0,-0.004545394
-0.210526316,0.088888916,0,-0.141876423,0,0,-0.198718037,-0.141876466,-0.085714278,-0.039062368,2.2,0.011778552,0.137254902,0.004089795,-0.026548676,0.036363636,0.023256105,-0.028571227,0.026490004,-0.013698666
0,-0.081632676,0,0.082666715,0,0,0.248000137,0,0,-0.032520442,0,-0.017768991,-0.103448276,-0.019687456,0,-0.078947368,-0.017044898,-0.024509638,-0.025806393,0.009259284
0,-0.222222249,0,0.076354623,0,0,0,0,0,-0.159663727,0.875,0.014347892,0.019230769,0.001384979,-0.009091157,-0.023809524,0.023120533,0,-0.013245215,0.036697271
0,0,0,0,0,0,-0.166666667,0,-0.125000039,0.05999989,0,-0.028905047,-0.037735849,-0.008990651,0,0.012195122,-0.00564945,-0.035175957,-0.046979872,0
0,0.142857218,0,0,-0.250000071,0,0,0,0.142857193,0.075471669,0,0.033564851,0,0.032798497,0.018348809,0.031325301,0.01136369,-0.036458344,-0.014084251,0
0.2,0.099999936,0,-0.070938166,0.500000142,0,0,0,0,-0.008771764,0,0.004289632,-0.039215686,0.019594436,0,-0.009345794,-0.005618298,0.005405353,0.01428545,-0.022123811
-0.166666667,-0.181818159,0,0,0,0,0,0,-0.031250048,0.017699006,0,-0.012812472,-0.020408163,0.015904804,-0.027027033,-0.054245283,0,-0.0537636,-0.028168954,-0.013574767
0,-0.055555522,0,-0.211822713,0,0,0,0,-0.225806493,-0.03478251,0,-0.001854221,0,0.003261571,0,0.099750623,-0.045197376,0.005681844,0.014492954,-0.018348526
0,0,0,0,-0.111111111,0,0.307692122,0,0.083333574,0.054053953,0,0.047677789,0,0.05461652,0,-0.006235828,-0.011834552,0,-0.028571819,0
-0.066666667,0,0,0,0,0,-0.264705859,0,-0.076923282,0.02564098,0,-0.054372854,-0.166666667,-0.002466156,0.203703568,0.019965773,-0.005988098,-0.01129917,0,-0.018691636
0.071428571,-0.0294118,0,0,-0.187500036,0,0,0,0,0.050000022,0,0.029999597,0.025,0.00988857,0.046153861,0.03803132,-0.018071883,0,0.014706089,0
-0.066666667,0.090909091,0,0,-0.230769547,-0.119999963,0,0,0.166666735,0.031746147,0,0.040048347,0,0.013463898,-0.014705687,-0.045258621,0,0.03428562,0.007246361,0.009523758
0.142857143,0,0,0,0,0,0.248000137,0,-0.124999934,0.061538281,0,0.081680089,0.024390244,-0.004226906,0.022388062,-0.042889391,-0.012270178,-0.005524732,-0.021582918,0
-0.1875,0.055555522,0,-0.024999989,0,0,-0.198718037,0,0,-0.043478188,0,-0.019956635,-0.047619048,-0.017586358,0,0.004716981,0,-0.027777817,-0.007352926,0
0,-0.026315726,0,0,0,0,0,0.165333382,0,0.022727331,-0.666666667,-0.020363099,-0.05,0.008641761,0.065693438,0.004694836,0.012422606,-0.03999993,-0.022222177,-0.01415083
-0.230769231,0.02702696,-0.333333403,0,0.100000443,0.136363589,0,0,0.020408194,0.059259183,0,-0.020224791,-0.052631579,0.003672329,-0.013698764,-0.028037383,-0.018405221,0.005952323,0.01515191,0.014353951
0,0.026315822,0.500000156,0,0.272727235,0,0,0,0,-0.013985929,0,-0.027523127,0.111111111,0.020121866,0,0.076923077,0.024999841,0.005917102,0.022387945,0.028301886
0.7,0,0,0,-0.214285691,0,0,0,0,-0.028368803,0.1,0.009433936,0.25,0.071129517,0.02777765,-0.002232143,0,0.029411808,0.007299136,0
-0.411764706,-0.102564134,0,0,0,0,-0.200000125,-0.141876466,-0.040000158,-0.043795635,0,0.000583983,0.12,-0.001674072,-0.027026906,-0.085011186,-0.030487456,0.011428301,-0.03623227,0
0,-0.085714289,-0.333333403,0,0,0,0.250000196,0,0.083333574,0.038167706,0,-0.002918767,-0.035714286,-0.012856363,0.111111003,0.017114914,0.02515735,-0.005649743,0,0.036697271
0.8,-0.124999928,0.500000156,0.20192309,0.272727235,0,-0.040000204,0,0,0.058823753,0,0.009368215,-0.037037037,-0.01755377,0,0.076923077,0.02453953,-0.028409219,-0.007518542,-0.01327423
0.055555556,-0.035714328,0,0,0,-0.279999958,0.041666888,0.165333382,-0.076923282,0,0,0.020156313,0,-0.042075045,0.012500125,-0.020089286,-0.011976017,0.023392248,0,0.004484245
-0.210526316,0,-0.333333403,-0.085333294,-0.214285691,1.333333212,-0.192000138,0,0,0.055555486,0,0.016631129,-0.076923077,-0.012635454,0,0.034168565,0.006060499,-0.01714293,0.007575499,-0.008928665
0,0,1,0,0,-0.16666668,0.237623974,0,0,0.013157815,0,0.017337611,0.041666667,-0.031078476,-0.024691315,0,-0.018071883,-0.011627876,0,0.013513693
0,0.037037082,-0.249999922,0,0,0.314285824,0,0,0,0.006493635,0,0.036833837,0.08,-0.008804994,0.012658058,0.026431718,0.012269627,-0.011764592,-0.015037386,-0.013333508
0,-0.035714328,0,0,0,0.969565132,0,-0.070938203,-0.083333059,0.025806378,0,-0.034994945,-0.037037037,0.050761306,0.025000178,-0.015021459,0.01212118,-0.005952406,0,-0.009009033
0.266666667,0.18518514,0,0,0,0.048565136,0,0,0.090908764,0,0,0.043955915,0,0.014492963,-0.012195171,0.010893246,-0.011976017,0.023951611,0.015266961,0.009090933
0.210526316,-0.124999928,0,0.093294414,0,-0.105263201,-0.200000125,-0.07635473,0.020833471,0.044025217,0,0.056842155,-0.076923077,0.00476186,-0.037037045,-0.017241379,0.006060499,-0.046783354,0.007519448,0.009009105
-0.304347826,0,0,0,0,-0.10588234,0.10000019,0.165333382,-0.102040668,-0.012048197,0,-0.043824338,0.208333333,-0.010071185,-0.01282064,0.004385965,0.012048613,0.036809977,0.022387945,0
-0.0625,0,0,0.165333324,0,-0.096052644,0.136363618,0,-0.090909213,-0.018292729,0,0.015624929,-0.034482759,-0.008976726,0,0,-0.011905172,-0.011834287,-0.005979152,-0.008928665
0,0.464285607,0,-0.141876423,0,0,0,0.144164793,0.100000148,-0.012422366,0,0.01538422,0,-0.01932375,-0.012986841,0.043668122,0.054216911,-0.052395303,0,0.045045236
0,0,0,-0.085333294,0,0.273653582,0.399999982,0,0.18181809,0,0,0.04141461,-0.017857143,0.013546893,0.019736846,0,0.022857255,0.042653726,0,0.008620574
0.533333333,0.024390274,0.333333194,0,0.272727235,-0.091428493,0.428571447,-0.064000038,-0.153846088,0.031446596,0,0.006789097,0.018181818,-0.001822475,-0.019354842,-0.046025105,0.011173154,-0.018181732,0.00751869,0.008547031
-0.347826087,-0.047619019,0,0.183673472,-0.214285691,0.021383537,0,0,-0.045454607,0.024390254,0,0.004335603,0,-0.031040725,0,0.006578947,0.027624154,0.002740587,0,0.006355847
0,-0.100000027,0,0,0.272727235,0,-0.252000131,0,-0.023809616,0.071428599,0,-0.023021892,0,-0.017587952,0,0.02832244,0.069892621,0.074534439,0,0.010526377
0.266666667,0,0,0,0,-0.11330043,0.33689863,0.134615474,0.024390341,-0.027777895,0,0.003927255,0,0.000638856,0,-0.063559322,-0.236180734,0,-0.007462581,0.025000065
0.157894737,0,0,-0.155172415,0.142857236,0.013888876,0.399999982,0,0.333333098,0.022857228,0,-0.016136768,-0.035714286,-0.006389401,0.013157719,-0.047511312,0.013158054,-0.023121574,0,0
-0.318181818,0,0,0.183673472,1,0,0.028571575,0,-0.28571421,-0.011173261,0,-0.015904685,0.037037037,-0.012861616,-0.006493383,-0.013064133,0.019480072,-0.005917127,0,-0.024390306
0,0,0,-0.076354721,0,0,1.083333126,0,0,0,-0.272727273,-0.038383692,-0.071428571,0.012377617,0,0.010830325,0.050955473,0.005952348,-0.007518926,-0.024999998
0.2,0,0,0,-0.187500036,-0.054794561,-0.291999983,-0.118644137,0.100000148,0.079096156,0,0.007878327,-0.076923077,0.00128731,0,0.052380952,0.01212118,0.082840103,0.015151539,-0.07692314
0.111111111,0.027777812,0,-0.168000009,0,0.176811576,0.177024314,0,0.272726966,0.099476511,0,-0.034393076,0.0625,0.019922758,0.009296235,-0.013574661,-0.029940132,-0.03825146,0.007462581,0.013888926
-0.25,0.054054019,0,0.099359034,0.076923037,0.022167437,-0.150399879,0.134615474,-0.28571421,-0.076190561,0,-0.146384137,-0.019607843,-0.028355143,0,-0.020642202,-0.049382311,-0.045454303,-0.029629562,0
0,-0.128205097,0,0,0,0,-0.039548062,0,0,-0.04123713,0,0.061008574,0,0.0162123,-0.013157994,0.039812646,-0.025974822,0.005952348,0.0076336,-0.013698666
0.466666667,-0.0294118,0,0,0,-0.024096288,0.286274352,0,0.124999815,-0.043010771,0,0.001042735,-0.04,-0.012125036,0.026666565,0.02027027,0.020000555,0,0.007575888,0
-0.090909091,-0.030303067,0,0,0.142857236,0,-0.190548648,-0.177024537,0.022222149,-0.044943767,0,-0.047618799,0,0.026485841,0,0.030905077,-0.026143328,0.017751381,-0.015037733,-0.018518494
0.1,-0.124999928,0,0,0,-0.151851887,-0.227871834,0,-0.21739098,0.041176372,0,0.076249759,0.083333333,0.088735053,-0.012986816,0.096359743,0.013422374,-0.023255687,0,-0.056603697
0,0.035714197,0,0,0,0,-0.085366,0,0.111110913,-0.022598808,0,0.002903603,0,0.021965236,-0.026315988,-0.134765625,-0.026489894,0.011904613,-0.015267319,0.029999997
0.136363636,-0.10344828,0,0,0,0,0.082666621,0.430205931,0,0.011560624,0,0.02953041,0.076923077,0.019230954,0,0.006772009,-0.013606013,0,0.023255975,-0.038834896
-0.12,0,0,0,-0.375000284,0,-0.014778467,0,0,0.011428577,1,0.069741765,-0.107142857,-0.01831307,0,0.085201794,-0.048275025,0.152941075,-0.022727427,0.005050357
-0.090909091,0,0,0,0,0,0.015000146,-0.300799991,0,-0.00141233,-0.5,0.002103001,0.08,-0.005087593,0,0.090909091,0.040455047,-0.051020276,0.007752073,0.085427121
0.1,0,-0.249999922,-0.090379058,0,-0.061135262,-0.137931034,0,0,0.029702991,0,-0.036594878,0,0.009091067,0,-0.049242424,0.04195787,-0.010752703,0.00769232,0.041666851
-0.181818182,0.076923174,0.333333194,0,0,0,0,-0.070938203,0,-0.021978101,0,0.033628241,0.074074074,-0.006757013,0,0.027888446,-0.013423199,-0.010869506,-0.022900799,0.004444314
-0.055555556,-0.071428656,-0.249999922,0,0,0.038759703,0,0.539408826,-0.149999913,0.005618016,0,-0.01633313,-0.068965517,0.011337925,0,-0.05620155,0.040816587,-0.010989178,-0.015624718,-0.026548742
-0.176470588,-0.076923034,0.333333194,0,0.200000432,0,-0.057142574,0,0.41176433,-0.033519566,0,0.018746842,0,-0.038116635,0,0.014373717,0.052287513,0.033333461,-0.015873099,-0.018181794
0.357142857,-0.125,-0.249999922,0,-0.33333327,-0.014925456,-0.030303244,0,0,0.040462482,0,0.027339095,0.111111111,0.013403367,0,-0.012145749,-0.006211034,-0.010752703,-0.00806497,-0.009259136
0.052631579,-0.047619106,0.333333194,0.099359034,0,0,0.093749913,0,-0.249999743,-0.005555593,0,0.019447787,0,0.003450349,0,-0.00204918,-0.043750079,0,0,0.009345669
-0.35,-0.150000009,0,-0.090379058,-0.062499893,0,-0.085714213,0.099200068,-0.055555628,0.00558663,0,-0.021084292,-0.016666667,-0.0166191,-0.040540545,0.017967146,-0.019608061,0.032608817,-0.008129459,-0.018518494
0.076923077,-0.05882339,-0.249999922,0,0.399999955,0.08787867,-0.024999958,0,0.176470468,0.055555504,-0.25,0.01538422,-0.050847458,0.006993274,0,-0.15279879,0.040000254,-0.02631586,0.024590065,-0.004717069
0,-0.062500072,0,0,0,0,0,0,0.100000148,0.010526252,0,0.046465121,-0.071428571,-0.012731566,0.014084616,-0.014285714,0,0.005405376,-0.023999906,-0.014217897
0,-0.133333252,0,-0.19871794,-0.333333442,0,0,0.181950467,-0.090909213,-0.010416604,0,-0.030405951,0,-0.045134996,0,-0.014492754,-0.006410296,-0.026881796,-0.040983657,0
0,0,0,-0.252000014,0,0,-0.301282035,-0.07635473,-0.099999839,-0.010526252,0,-0.030363135,0,0.030079983,0,0,0,-0.027624389,-0.025641125,-0.019230743
0.428571429,0.730769068,0,0,0,-0.12952637,0.146788837,0.166666714,-0.055555628,0,0,0.099589463,0,-0.036352903,0,-0.088235294,-0.025806707,-0.01136334,0.017543953,0.039215631
-0.3,-0.111111165,0,0,0.142857236,0,-0.204000164,0,0.117646785,-0.01063837,0,-0.021008423,0.038461538,0.029065966,0,-0.043010753,-0.026490039,-0.005747015,0,-0.009433912
0,-0.099999945,0,0.165775395,0.06249968,0,-0.060301479,0,0.05263173,-0.005376381,0,0.032904211,-0.074074074,0.022836715,0,0.109550562,0.03401433,0.023120934,-0.008620363,-0.019047592
0,0,0,0.146789018,-0.176470407,0,0,-0.071999986,-0.200000049,-0.010810746,0,0.010156995,0.04,0.024676913,-0.006944338,0.111392405,0.059209981,0.033898438,0.008695319,0
0,0,0,0,0,0,-0.304812636,0,0,-0.021857932,0,-0.17413168,-0.038461538,-0.037843967,0,-0.050113895,0.006211311,-0.010928978,0,-0.038834896
0.428571429,0,-0.333333403,-0.252000014,0,0.280000013,0,0,0,-0.016759819,0,-0.118428306,0.1,-0.008939362,0,-0.074340528,0.037036526,0.044199037,0,-0.040404222
0.1,0,0.500000156,0,-0.071428537,0,0,-0.307881778,0.062500174,0.028409067,0,0.057752841,-0.090909091,0.033674198,0,-0.005181347,-0.017856728,0.010582025,0,-0.010526176
-0.136363636,0,-0.333333403,0,0,0,0,0.444839868,-0.058823683,-0.066298302,0.333333333,0.00593425,0,-0.013961723,-0.013986119,-0.015625,-0.012121287,-0.005235573,0.008620701,-0.0425533
-0.210526316,0,0,0.165775395,0.076923037,0,0,0,0,0.011834324,0,-0.028908252,0.12,0.002359776,0,0.111111111,0,0.042105246,0.017093771,0.061111185
0,0.055555623,0,0,0.28571439,0,0.076922859,0,0.12500027,0.005847918,0,-0.120291706,-0.035714286,0.016480718,0,-0.00952381,0.018405479,-0.010101233,0.033613101,-0.036649226
0,-0.157894727,0,0,0,0,0.285714571,0,0,-0.029069818,0,-0.008287653,0.074074074,-0.030689359,0,-0.038461538,0.006023592,0.04081646,0.065040962,0.03804349
0,-0.125000143,0.500000156,-0.403669732,0,0,0,-0.230295587,0.055555216,-0.005987911,0,0.072424208,-0.034482759,0.015531729,0,0.0075,0.035928276,0.014706073,0.030534279,0.026178078
-0.2,0.14285733,0,-0.076923006,-0.111111111,0,-0.13333335,0,-0.157894668,0.012048197,0,-0.05519546,-0.035714286,0.007647008,0,-0.019851117,-0.034682204,0.004830757,-0.007407303,-0.015306161
0.416666667,0,0,0.041666625,0.125,0,0,0,0,0.059523756,0,0.057732407,-0.037037037,-0.023934748,0,0.02278481,0.017964093,0.019230796,0.022387977,-0.005181278
-0.117647059,0,0,0.279999971,-0.166666572,0,0.217948343,0.299200035,-0.124999807,-0.005618016,-0.375,0.005847586,0,-0.026913734,-0.035461101,0,0.023529206,0,0.021897845,-0.005208429
0,-0.062500072,0,0,0,0,-0.178947116,-0.07635473,0,-0.01129944,0,0.014858188,0,-0.005531536,0,-0.069306931,-0.017241232,0.018868211,-0.007142868,0
0.266666667,0.133333252,0,0,0,0,0,0.082666726,0.071428225,-0.039999909,0,0.054105717,0.038461538,0.011742847,0,0.031914894,0.011696066,-0.013889064,0.028776911,-0.005235699
-0.105263158,0.117647211,0,0,0,0,-0.166666667,-0.07635473,0,0.035714299,0,0.10144954,-0.037037037,0,0,0.00257732,0.069363805,-0.009389813,-0.006992909,-0.010526176
-0.058823529,0.263157814,0,0,0,0,0.038461558,0,0.066666777,0.02298844,0,0.004933725,0,0.00671935,0,-0.035989717,-0.010810719,-0.037914418,0.007042154,0.015957403
-0.0625,-0.270833282,0,-0.062500004,0,0,0.037036807,0,-0.093750145,0.056179872,0,-0.014729724,0,0.006068122,-0.01470566,-0.072,-0.027322657,0.009851683,-0.034964654,-0.020942379
0,0,0,0,0,0,0,-0.083999917,0,-0.074468111,0,-0.094684525,-0.038461538,-0.006031522,0,0.048850575,0.028090155,0.078048977,0.021738817,0
0.266666667,0,0,0,0,0,0,0.318777257,-0.103448026,0.057471212,0,0.02874613,0.04,-0.047330052,0.022388057,0.191780822,0.027322413,-0.004524737,0.00709221,0.026738036
-0.210526316,0,0,0,0,-0.050000037,0,0,0.153845898,0.059782458,0,0.065992996,0,0.007006464,0,0.002298851,-0.047872006,0.00909111,0.007042154,0
0.266666667,0,0,0,0,0,-0.071428383,0,0,-0.015384525,0,-0.028443853,0.038461538,-0.009487555,0,-0.002293578,0.011172917,-0.022523015,0,0.015624873
-0.157894737,0.428571399,0,0,0,0,0,-0.241721834,0.066666777,-0.041666619,0,-0.024110532,-0.009259259,-0.063805585,-0.036496458,-0.013793103,0.005524731,0.004608589,-0.006992909,0.015384737
0.1875,0,0,-0.199999947,0,0,0,0.273653502,0,-0.076086918,0,-0.088235589,0.018691589,-0.054407838,0,0.025641026,-0.021978242,0,-0.007042264,-0.010101035
-0.157894737,-0.200000088,0,-0.458333375,-0.066666849,0,0,0.035428595,-0.062500097,0.011764634,0,0.029032714,-0.009174312,-0.01019653,0,-0.043181818,0.0056186,-0.022935715,-0.042553258,-0.030612403
-0.125,0,0,0,0,-0.013157883,0,-0.034216358,-0.033333388,0,0,0.019435718,0.018518519,-0.028697476,0,-0.014251781,0,0,-0.037036981,0.010526512
0.071428571,0,0,0,0,0,0,0,0.103448452,0.029069743,0,0.027060438,-0.018181818,0.061363689,0,0.043373494,0.033519085,-0.009389813,0.046153798,-0.010416859
0.066666667,-0.150000009,0,0.230769248,-0.071428537,0,-0.038461644,0.035428595,-0.062500097,-0.050847372,0,0.056286849,-0.037037037,0.053532958,0,-0.057736721,0,-0.009478424,0.014706252,0.010526512
0,0,0,0,0,0,0,-0.172185483,0,-0.029761955,0,-0.043083297,0.038461538,0.00813004,-0.030302915,-0.022058824,0.010811202,-0.014354249,0.007246045,0
0.1875,0.176470601,0,0,0,-0.013333322,-0.119999986,0,0,-0.116564349,0,-0.026066411,-0.037037037,0.002688317,0.01562476,-0.010025063,0.02673765,-0.009708818,-0.013254484,0
-0.052631579,0,0,0,0,-0.013513502,-0.154545356,0,-0.099999753,-0.041666771,0,0.093673898,0,0.02680967,0,0.015189873,0.005208599,-0.009803732,-0.044776513,-0.010416859
0.111111111,0,0,0,0.076923037,0.013698618,-0.172043252,0,-0.074074176,0.028985521,0,0.021690559,0,0.036553458,0,-0.039900249,0.031087652,0,0.031250148,-0.010526176
0.25,-0.150000009,0,0,-0.071428537,0,0.298701301,0.333333427,0.279999921,0.098591503,0,0.045182833,0,0.02015106,0,-0.012987013,-0.06532623,0.050296905,-0.022727566,-0.010638325
-0.04,0,0,0,0,0,-0.199999821,-0.250000053,0,-0.051281994,0,-0.01197974,0.057692308,-0.004938014,0,0.089473684,0.118278919,0.01659122,0.031007844,-0.032258147
-0.041666667,-0.05882339,0,0.950000022,0,-0.155405401,0,0.333333427,0.031250126,-0.020270323,0,0.018450881,-0.054545455,-0.02977713,0,-0.072463768,0,0.017804097,0.00751928,0.044444562
-0.086956522,0,0,-0.358974326,0,0,0,-0.062999933,-0.030303148,0.08275875,0,-0.004141185,-0.038461538,-0.015345014,0,0.026041667,-0.004807151,-0.019679112,0,-0.015957657
0.095238095,0,-0.333333403,0,0.076923037,0,0,-0.199573219,0.031250126,0.019108246,0.2,0.027026989,-0.02,0.001298725,0.023076926,0.065989848,0.057971005,-0.002230476,0.037312836,-0.027026929
-0.086956522,-0.062500072,0,0.399999901,0,0.119999946,-0.062500035,0,0.030303073,0.062500025,0,0.011639914,-0.020408163,-0.051232376,0,0.023809524,0.03196346,0.028315894,0.028777174,-0.005555659
0.047619048,0,0.500000156,-0.071428576,-0.142857154,0,0,0,0.058823611,0.047058765,0,-0.011505986,-0.020833333,-0.003417506,0,-0.037209302,-0.013274483,-0.013043498,-0.027972213,0.005586697
-0.045454545,0.066666748,-0.333333403,-0.307692255,0,0,0,0,0.027777402,-0.005618016,0,0.021255019,0.021276596,0.012345714,0.022556394,0.016908213,-0.022421597,-0.022760592,0.035971551,0.022222281
0.142857143,0,0,0.388888834,0,0.0428572,0,0,0.027027072,0.02824871,0,-0.000991097,-0.041666667,0.020325483,0,-0.040380048,-0.013761486,-0.018783218,0.013889139,0.005434624
0,0.124999914,0,0,0,0,-0.173333422,0,0.263157867,0.005494472,0,0.011905044,0.043478261,0.012615963,0.007353166,0.047029703,-0.004651469,0.020674082,-0.013698873,-0.032432436
-0.166666667,0.055555623,0,-0.119999965,0,0.027397236,0.016128917,0,-0.208333316,0.038251346,0,-0.001961208,0,-0.003278471,0,0.016548463,0.042056492,-0.033758394,0.006944356,-0.05586572
-0.05,-0.157894727,0,0,0,-0.084000023,0.11111122,0,-0.105262939,-0.005263262,0,-0.039292468,-0.145833333,-0.026315897,0,-0.03255814,0,-0.029503321,-0.006896465,0.041419941
-0.052631579,0,0,0.363636273,0,0.179039349,0.285714571,0,0.029411805,-0.026454938,0,-0.033230873,0.073170732,-0.011486792,0,0.004807692,-0.044842727,0.004800469,0.006944356,-0.01704541
0.111111111,-0.062500072,0,0,0.083333389,-0.024691417,-0.222222395,0,-0.085714471,0.032608709,0,0.042305523,-0.113636364,-0.045796197,0,0.028708134,0,0.012738556,0,-0.005780178
-0.15,0.133333252,0,0,-0.076923124,-0.091139281,0.285714571,-0.250666631,0.062500174,0.052631668,0,0.120243416,0.128205128,0,-0.021897808,0.044186047,0.051642726,0.040880664,0,0.040697406
-0.117647059,0,0,-0.199999947,-0.166666967,0,-0.311111253,0.334519509,0.205882201,0.130000042,0,-0.051630156,-0.045454545,0.021490066,0,-0.006681514,0.040178692,0.002265788,-0.020689501,-0.011173037
0,-0.176470601,0,0.249999917,-0.099999591,0,0,0.082666726,-0.097561123,0.03982282,0,0.047755299,-0.047619048,-0.028050611,-0.029850971,0.022421525,0.085836675,0.049736146,0.049295902,0
0,0,0,-0.299999987,0,0,0,-0.07635473,-0.081080816,0.012765936,0,0.043299585,0.1,0.015151389,0,0.035087719,0.04975549,0.022971908,0.006711117,0.028248571
0,0.071428665,0,0.428571402,0,-0.043175426,0.129032241,0.24933351,-0.058823683,-0.00840342,0,-0.007426569,0.045454545,0.006396808,-0.007692191,-0.033898305,-0.079245917,0.013333493,0.006666787,-0.027472512
